motif_chr	motif_start	motif_end	motif_index	salt_tolerance	U	C	D	strand	xchip_signal	CUTRUN_signal	CUTTag_signal
chr20	37652049	37652050	146997	-0.2904991	0	1	0	+	7.07	0.68	0.21
chr20	37661441	37661442	146998	-0.2913459	0	1	0	-	1.09	0	0
chr20	37755854	37755855	147003	-0.3106665	0	1	0	+	2.17	0	0
chr20	37757740	37757741	147004	-0.3035179	0	1	0	+	1.24	0	0.21
chr20	37897378	37897379	147018	-0.293345	0	1	0	-	11.78	0	0
chr20	37902344	37902345	147020	-0.3015188	0	1	0	+	10.97	0.68	0.52
chr20	37903594	37903595	147021	-0.1846719	0	1	0	-	6.13	0.51	0.1
chr20	37941535	37941536	147027	-0.2803262	0	1	0	+	10.21	0.34	0.21
chr20	37943977	37943978	147029	-0.2133436	0	1	1	-	3.32	0	0.42
chr20	37980996	37980997	147033	-0.3106665	0	1	0	-	0.88	0	0.1
chr20	37993152	37993153	147039	0.3892619	0	1	0	-	16.46	1.02	0.83
chr20	38057715	38057716	147045	2.050662	0	1	1	+	18.46	4.58	1.04
chr20	38073643	38073644	147047	0.8237946	0	1	1	+	16.31	1.87	1.46
chr20	38113612	38113613	147054	-0.2841973	0	1	0	+	20.18	1.36	1.35
chr20	38115435	38115436	147055	-0.3035179	0	1	0	-	4.41	0.51	0
chr20	38165454	38165455	147062	2.012623	0	1	0	-	23.14	2.72	4.9
chr20	38172514	38172515	147065	-0.3106665	0	1	0	+	2.75	0.17	0.21
chr20	38187739	38187740	147067	-0.2799068	0	1	0	+	4.65	0.68	0.21
chr20	38215068	38215069	147071	-0.2803262	0	1	0	+	2.69	0.34	0.42
chr20	38221275	38221276	147073	2.590073	1	1	0	-	22.17	1.02	3.23
chr20	38222863	38222864	147074	6.9733	0	1	1	-	22.29	2.89	4.27
chr20	38229952	38229953	147075	-0.07212777	0	1	0	+	3.93	0.51	0.42
chr20	38243054	38243055	147080	3.589379	1	1	0	-	13.2	1.7	0.63
chr20	38281383	38281384	147084	-0.2904991	0	1	0	+	2.57	0.17	0.21
chr20	38291511	38291512	147086	-0.1891266	0	1	0	-	9.46	0.17	0
chr20	38305059	38305060	147091	0.483885	0	1	0	+	9.97	0	0.52
chr20	38315508	38315509	147093	-0.3106665	0	1	0	-	0.94	0	0.1
chr20	38322161	38322162	147094	-0.01647057	0	1	0	-	16.89	0.68	0.73
chr20	38339052	38339053	147096	-0.2841973	0	1	0	+	7.22	0.51	0.1
chr20	38356498	38356499	147102	3.438709	1	1	0	-	22.75	0.51	1.56
chr20	38388147	38388148	147107	-0.3106665	0	1	0	+	2.21	0.34	0.1
chr20	38408769	38408770	147110	1.630562	1	1	0	-	19.48	3.39	1.15
chr20	38435441	38435442	147113	2.500577	0	1	0	-	36.76	2.38	4.48
chr20	38446666	38446667	147118	0.04322727	0	1	0	-	20.21	3.22	3.33
chr20	38453391	38453392	147121	-0.3106665	0	1	0	+	1.81	0.51	0.73
chr20	38473131	38473132	147127	-0.3035179	0	1	0	-	2.14	0.34	0.83
chr20	38601761	38601762	147133	-0.3004936	0	1	0	+	3.02	0	0.1
chr20	38633812	38633813	147135	2.877076	1	1	0	+	17.49	1.7	3.02
chr20	38646314	38646315	147136	3.222937	0	1	0	+	23.59	2.04	3.65
chr20	38649450	38649451	147137	-0.2819948	0	1	1	+	13.38	0.34	0.52
chr20	38659091	38659092	147140	0.15811	0	1	0	+	12.51	0.34	0.63
chr20	38725279	38725280	147145	-0.3106665	0	1	0	-	1.03	0	0.31
chr20	38726069	38726070	147146	-0.2526797	0	1	0	+	2.93	1.87	1.56
chr20	38727357	38727358	147147	-0.07881993	0	1	0	-	11.18	0.85	0.83
chr20	38731661	38731662	147148	4.320302	1	1	0	-	27.55	4.92	4.79
chr20	38751533	38751534	147150	-0.1948449	1	1	1	-	22.99	2.04	0.21
chr20	38790644	38790645	147154	2.467126	0	1	0	+	17.61	1.87	0.21
chr20	38806537	38806538	147156	-0.3004936	0	1	0	-	2.51	0.34	0.21
chr20	38893985	38893986	147172	3.176498	0	1	0	-	24.44	0.85	2.4
chr20	38926136	38926137	147177	1.613746	0	1	0	+	27.37	3.9	6.46
chr20	38935392	38935393	147178	-0.3106665	0	1	0	-	3.02	0	0.1
chr20	38941829	38941830	147179	-0.3106665	0	1	0	+	1.03	0.51	0.63
chr20	38962718	38962719	147182	-0.3015188	0	1	0	-	5.29	0.51	0.94
chr20	38997905	38997906	147186	-0.2610055	0	1	0	-	7.07	0.85	0.63
chr20	39048247	39048248	147190	4.734395	0	1	0	+	23.23	2.38	5.52
chr20	39050246	39050247	147191	2.332663	0	1	1	+	28.27	3.56	6.46
chr20	39075303	39075304	147193	-0.3106665	0	1	0	-	1.54	0	0
chr20	39081349	39081350	147195	4.49853	1	1	0	-	18.37	4.07	1.46
chr20	39103872	39103873	147196	-0.3106665	0	1	0	-	1.09	0.17	0
chr20	39105748	39105749	147197	-0.06413245	0	1	0	-	3.9	0.17	0.21
chr20	39264735	39264736	147209	3.905564	0	1	0	+	13.38	1.19	1.35
chr20	39269130	39269131	147210	1.063107	0	1	0	+	13.71	2.04	1.56
chr20	39289511	39289512	147214	-0.2803262	0	1	0	+	0.91	0	0.21
chr20	39429932	39429933	147227	-0.3106665	0	1	0	-	0.94	0	0.1
chr20	39874268	39874269	147247	1.94312	0	1	0	-	8.01	0.68	0.21
chr20	39886216	39886217	147249	-0.2499858	0	1	0	+	4.83	0	0.21
chr20	40160263	40160264	147260	0.6189219	0	1	0	+	7.85	0.85	0.1
chr20	40251525	40251526	147264	-0.07878492	0	1	1	-	7.91	0.17	0.1
chr20	40266324	40266325	147266	-0.2701532	0	1	0	+	1.33	0	0
chr20	40532305	40532306	147285	0.1194114	0	1	1	-	4.02	0.17	0.1
chr20	40670455	40670456	147298	-0.293345	0	1	0	+	1.09	0.17	0.1
chr20	40690184	40690185	147305	1.32083	0	1	0	-	16.52	0.17	1.46
chr20	40702717	40702718	147307	-0.2499858	0	1	0	+	2.87	0	0
chr20	40728673	40728674	147310	-0.3106665	0	1	0	-	2.45	0	0
chr20	40741703	40741704	147312	0.4099207	0	1	0	+	6.71	0.85	0.21
chr20	40938230	40938231	147332	-0.2296399	0	1	0	+	3.17	0.34	0.31
chr20	40946139	40946140	147334	-0.3106665	0	1	0	-	5.11	0.34	0.31
chr20	40963167	40963168	147336	5.581247	0	1	0	-	19.48	3.05	5.31
chr20	40966436	40966437	147337	-0.3106665	0	1	0	-	1.42	1.02	1.35
chr20	40968908	40968909	147338	4.413607	1	1	0	+	29.39	2.21	2.71
chr20	41078529	41078530	147347	-0.293345	0	1	0	-	6.71	1.02	0
chr20	41095562	41095563	147348	1.422783	0	1	0	-	24.47	3.39	1.04
chr20	41118244	41118245	147349	-0.3035179	0	1	0	+	1.66	0.17	0
chr20	41135395	41135396	147352	0.5739539	0	1	0	+	20.78	2.04	0.83
chr20	41173315	41173316	147366	2.452189	1	1	0	+	21.05	1.19	2.08
chr20	41232559	41232560	147370	-0.2656985	0	1	0	-	12.32	1.87	0.42
chr20	41249936	41249937	147372	-0.3106665	0	1	0	+	6.89	1.53	0.73
chr20	41340173	41340174	147385	4.717614	0	1	0	-	25.5	2.89	4.38
chr20	41352371	41352372	147388	-0.2599803	0	1	0	+	2.84	0	0.31
chr20	41358068	41358069	147390	-0.3106665	0	1	0	-	1.36	0.17	0.1
chr20	41411563	41411564	147407	-0.2720004	0	1	0	-	7.13	0.51	0.1
chr20	41467412	41467413	147414	-0.3106665	0	1	0	+	3.17	0	0
chr20	41539429	41539430	147419	-0.3015188	0	1	0	+	2.11	0.34	0.31
chr20	41540706	41540707	147420	-0.3106665	0	1	0	-	4.53	0.17	0.21
chr20	41567344	41567345	147424	-0.3106665	0	1	0	+	4.35	0	0.63
chr20	41604196	41604197	147427	-0.3004936	0	1	0	+	2.11	0	0
chr20	41627199	41627200	147430	-0.3106665	0	1	0	-	1.15	0	0.1
chr20	41693300	41693301	147432	-0.3106665	0	1	0	+	4.59	0.51	1.25
chr20	41697976	41697977	147433	0.8873096	1	1	0	+	19.54	1.19	0.63
chr20	41734618	41734619	147435	2.947525	1	1	0	+	14.2	2.89	3.02
chr20	41738777	41738778	147436	0.4486732	0	1	0	+	21.45	0.68	0.73
chr20	41848365	41848366	147449	-0.2508326	0	1	0	-	3.72	0.17	0
chr20	41889353	41889354	147450	-0.2913459	0	1	0	+	2.9	0	0.42
chr20	41895192	41895193	147451	-0.3106665	0	1	0	-	1	0	0.21
chr20	41956489	41956490	147455	-0.1319617	1	1	0	+	7.49	0.68	0.42
chr20	42019158	42019159	147461	-0.3004936	0	1	0	-	1	0.51	0.42
chr20	42028078	42028079	147462	-0.3106665	0	1	0	+	0.88	0.51	0.21
chr20	42041388	42041389	147463	-0.3106665	0	1	0	+	1.15	0.17	0.21
chr20	42204466	42204467	147481	-0.2508326	0	1	0	+	1.3	0	0.31
chr20	42483887	42483888	147497	3.22189	0	1	0	+	5.41	0.85	0.94
chr20	42531039	42531040	147499	0.4349405	0	1	0	-	6.22	1.36	0.1
chr20	42985811	42985812	147520	-0.03297017	1	1	0	-	1.51	0.17	0.21
chr20	43102589	43102590	147526	-0.1394656	0	1	0	+	1.96	0	0.1
chr20	43187927	43187928	147532	4.990236	0	1	0	-	18.49	1.53	0.52
chr20	43192149	43192150	147534	-0.2803262	0	1	0	-	3.44	0.17	0.42
chr20	43243868	43243869	147538	-0.3004936	1	1	0	-	1.12	0	0
chr20	43390500	43390501	147546	0.589073	1	1	0	-	14.53	1.19	1.35
chr20	43409491	43409492	147547	0.3412695	0	1	0	-	13.9	0.51	0.31
chr20	43445259	43445260	147552	0.4342266	0	1	0	-	16.89	1.19	0.63
chr20	43449154	43449155	147553	0.7893872	0	1	0	+	19.39	0.51	0.73
chr20	43455017	43455018	147554	-0.3106665	0	1	0	-	1.54	0	0
chr20	43473253	43473254	147558	-0.3004936	0	1	0	-	2.21	0.17	0
chr20	43507873	43507874	147562	-0.3106665	0	1	0	+	1.39	0	0.31
chr20	43514528	43514529	147565	-0.3015188	0	1	0	+	2.84	0	1.04
chr20	43538268	43538269	147566	2.104771	1	1	0	+	22.44	3.9	3.54
chr20	43549902	43549903	147569	-0.3106665	0	1	0	+	1.57	0	0
chr20	43571498	43571499	147570	-0.3106665	0	1	1	+	2.87	0	0.21
chr20	43658028	43658029	147577	-0.3106665	0	1	0	+	2.14	1.02	0.83
chr20	43658867	43658868	147579	-0.2701532	0	1	0	+	4.32	0.17	0.1
chr20	43681542	43681543	147582	-0.2904991	0	1	0	+	1.27	0.17	0.1
chr20	43692150	43692151	147584	0.8292947	0	1	0	-	15.41	1.7	0.94
chr20	43749927	43749928	147592	5.827726	1	1	0	+	24.53	2.55	2.61
chr20	43840687	43840688	147597	-0.2204922	0	1	0	-	5.65	0.34	0
chr20	43983543	43983544	147621	0.5946742	0	1	0	+	11.33	0.68	0.42
chr20	44006768	44006769	147627	-0.3015188	0	1	0	-	2.08	0	0.1
chr20	44056235	44056236	147637	-0.3015188	0	1	1	+	3.23	0	0.31
chr20	44080931	44080932	147641	7.036751	1	1	0	-	24.5	2.55	2.4
chr20	44093181	44093182	147643	0.07129313	0	1	0	-	13.44	0.68	0.31
chr20	44110087	44110088	147645	0.04287197	0	1	0	+	6.8	0.17	0.31
chr20	44116844	44116845	147648	1.145772	0	1	0	+	25.62	1.02	1.77
chr20	44190407	44190408	147656	0.6738187	0	1	0	-	19.03	1.02	1.04
chr20	44192475	44192476	147658	-0.3106665	0	1	0	-	0.94	0	0.1
chr20	44195810	44195811	147659	-0.3106665	0	1	0	+	1.57	0.17	0.21
chr20	44196497	44196498	147660	-0.3106665	0	1	0	+	2.11	0.34	0
chr20	44215233	44215234	147661	-0.2803262	0	1	0	+	21.05	1.36	0.63
chr20	44217530	44217531	147662	0.7847831	0	1	1	+	25.77	2.04	1.56
chr20	44223214	44223215	147663	-0.2803262	0	1	0	-	4.23	0	0.21
chr20	44231885	44231886	147665	-0.3106665	0	1	0	+	0.79	0.17	0.21
chr20	44253670	44253671	147668	-0.3106665	0	1	0	+	1.81	0	0.21
chr20	44272575	44272576	147671	-0.1504605	1	1	0	-	4.44	0.17	0.73
chr20	44288497	44288498	147673	-0.2913459	0	1	1	-	1.09	0	0.1
chr20	44311308	44311309	147680	1.478117	0	1	0	-	24.14	3.05	4.48
chr20	44363519	44363520	147685	-0.3106665	0	1	0	+	0.97	0	0.21
chr20	44384551	44384552	147688	0.3755731	0	1	0	+	21.87	3.39	1.56
chr20	44386680	44386681	147689	-0.2701532	0	1	0	-	21.81	1.19	0.31
chr20	44388697	44388698	147690	0.8330137	0	1	0	+	18.64	1.36	1.46
chr20	44449406	44449407	147700	0.3345403	0	1	0	-	14.77	0.68	0.52
chr20	44461008	44461009	147701	-0.3015188	0	1	0	-	13.62	0.34	0.1
chr20	44471628	44471629	147703	-0.3106665	0	1	0	-	6.1	0	0
chr20	44475889	44475890	147705	-0.3106665	0	1	0	+	1.84	0.17	0.83
chr20	44522131	44522132	147707	-0.2943702	0	1	0	+	1.57	0.34	0.83
chr20	44531927	44531928	147708	-0.3015188	0	1	0	+	9.91	0	0.52
chr20	44576402	44576403	147713	-0.293345	0	1	0	+	9.61	0.68	0.1
chr20	44610168	44610169	147715	1.297039	1	1	0	-	29.39	4.41	2.92
chr20	44665042	44665043	147724	-0.3035179	0	1	0	+	1	0	0.21
chr20	44683720	44683721	147726	0.9890532	0	1	0	-	18.37	1.19	1.35
chr20	44685363	44685364	147727	6.964199	0	1	0	+	22.54	3.22	2.19
chr20	44696438	44696439	147731	-0.3106665	0	1	0	-	1.99	0.17	0.31
chr20	44718227	44718228	147733	-0.1753209	1	1	0	-	6.74	0.17	0.42
chr20	44727122	44727123	147735	-0.3106665	0	1	1	-	0.82	0.17	0.1
chr20	44733552	44733553	147737	0.2540914	0	1	0	-	22.47	0.68	1.04
chr20	44800588	44800589	147755	-0.3004936	0	1	0	+	13.59	0	0.21
chr20	44810561	44810562	147756	-0.3106665	0	1	0	-	1.39	0	0.1
chr20	44849898	44849899	147758	-0.3106665	0	1	0	-	1.24	0.34	0.21
chr20	44867753	44867754	147760	0.3218318	1	1	0	-	23.14	0.51	0.73
chr20	44911572	44911573	147761	-0.1301146	0	1	1	+	16.01	0.68	0.94
chr20	44942411	44942412	147764	-0.3004936	0	1	0	+	3.96	0.17	0
chr20	44966342	44966343	147766	-0.3015188	0	1	0	-	7.1	0.34	1.46
chr20	45011271	45011272	147768	-0.1992996	0	1	0	+	17.79	0.34	0.1
chr20	45044242	45044243	147770	0.5865104	0	1	0	+	22.63	2.04	0.52
chr20	45081038	45081039	147771	-0.1476744	0	1	0	+	6.43	0.17	0.1
chr20	45095978	45095979	147773	1.364305	0	1	0	-	14.56	2.55	0.83
chr20	45097897	45097898	147774	-0.2904991	0	1	0	+	1.12	0	0.21
chr20	45112110	45112111	147777	0.4987916	0	1	0	-	10.36	0.34	1.67
chr20	45138971	45138972	147782	2.267186	0	1	0	+	18.19	1.7	2.61
chr20	45154387	45154388	147784	-0.3106665	0	1	0	-	0.72	0	0.1
chr20	45229741	45229742	147795	0.7690132	0	1	0	-	10.72	0.68	0.73
chr20	45291072	45291073	147799	3.11497	1	1	0	-	16.49	2.38	2.19
chr20	45305434	45305435	147804	-0.3004936	0	1	0	+	0.82	0.51	0.52
chr20	45306696	45306697	147805	2.142501	0	1	0	+	20.63	1.53	5.21
chr20	45311761	45311762	147808	0.3923751	0	1	0	-	17.01	2.72	1.67
chr20	45319725	45319726	147811	1.690944	0	1	0	+	21.9	5.43	2.5
chr20	45323124	45323125	147812	-0.3106665	0	1	0	+	15.38	1.36	0.63
chr20	45362970	45362971	147817	0.5036499	0	1	0	+	26.49	7.47	6.67
chr20	45374054	45374055	147821	1.019869	0	1	0	+	23.14	4.92	2.71
chr20	45427481	45427482	147829	-0.3035179	0	1	0	+	3.99	0.17	0.52
chr20	45456840	45456841	147832	-0.1341642	0	1	0	+	7.43	0.51	0.31
chr20	45459776	45459777	147833	-0.3004936	0	1	0	-	4.29	0.68	0.21
chr20	45487303	45487304	147839	-0.1909738	0	1	0	-	8.22	0.34	0
chr20	45546265	45546266	147849	-0.3106665	0	1	0	+	5.74	0.34	0
chr20	45592736	45592737	147850	-0.2720004	0	1	0	+	23.41	1.53	0.94
chr20	45629695	45629696	147851	1.128884	1	1	0	+	8.91	1.02	0.42
chr20	45771339	45771340	147862	6.040867	0	1	0	-	24.38	2.72	1.46
chr20	45799355	45799356	147866	0.1616258	0	1	0	+	22.02	1.53	0.73
chr20	45824418	45824419	147873	-0.3106665	0	1	0	+	1.69	0	0.1
chr20	45890224	45890225	147878	-0.3004936	0	1	0	+	2.27	0	0.21
chr20	45891350	45891351	147879	-0.2921678	0	1	0	-	1.45	0.17	0.52
chr20	45892284	45892285	147882	-0.3035179	0	1	0	+	2.66	0.68	0
chr20	45933795	45933796	147885	-0.3106665	0	1	0	+	8.19	0.85	0.63
chr20	45945300	45945301	147889	-0.3106665	0	1	0	-	2.02	0	0.1
chr20	45963149	45963150	147893	-0.2398129	0	1	0	-	9.79	0.34	0.1
chr20	45969947	45969948	147895	-0.2265409	0	1	0	+	17.46	1.87	1.25
chr20	45985749	45985750	147898	-0.3035179	0	1	0	+	2.05	0.34	0.73
chr20	45987458	45987459	147899	3.447614	1	1	0	+	20.45	1.87	2.29
chr20	46013908	46013909	147905	1.449575	0	1	0	-	19.7	6.79	4.48
chr20	46021864	46021865	147910	-0.3106665	0	1	0	-	1.03	1.53	3.96
chr20	46023050	46023051	147913	2.742539	0	1	0	+	26.49	3.39	2.71
chr20	46087365	46087366	147927	-0.3106665	1	1	0	-	9.79	0	0.1
chr20	46088584	46088585	147928	-0.3035179	0	1	0	+	2.14	0.85	0.1
chr20	46089916	46089917	147929	-0.3035179	0	1	0	-	4.8	1.02	7.61
chr20	46093733	46093734	147931	-0.3106665	0	1	0	+	1.09	0.34	0.1
chr20	46099741	46099742	147932	-0.3015188	0	1	0	+	2.42	0	0.21
chr20	46128731	46128732	147938	0.3272255	0	1	0	+	13.2	0.34	0.83
chr20	46132800	46132801	147940	0.3619898	0	1	0	+	24.08	2.21	1.88
chr20	46152055	46152056	147943	0.032547	0	1	0	-	12.05	1.02	0.21
chr20	46174730	46174731	147948	0.4018332	0	1	0	-	13.47	1.02	0.52
chr20	46253603	46253604	147962	-0.3004936	0	1	1	-	1.42	0	0.1
chr20	46307229	46307230	147973	1.080997	1	1	0	+	18.06	1.19	2.92
chr20	46308549	46308550	147979	-0.2803262	0	1	0	-	7.88	0.34	0.83
chr20	46325157	46325158	147986	-0.1349861	0	1	0	-	9.76	0.51	0.42
chr20	46349163	46349164	147993	0.5080157	0	1	1	-	19.45	1.7	0.63
chr20	46411139	46411140	148003	1.292961	0	1	0	-	7.52	2.21	2.08
chr20	46486018	46486019	148007	-0.2731776	0	1	1	-	8.64	0.68	0.1
chr20	46521172	46521173	148011	-0.06146339	1	1	0	+	9.61	0.68	0.83
chr20	46559890	46559891	148018	-0.3106665	0	1	0	+	3.32	0	0.21
chr20	46563361	46563362	148020	-0.2943702	0	1	0	-	1.6	0.17	1.04
chr20	46582842	46582843	148024	-0.3106665	0	1	0	-	0.97	0	0
chr20	46592770	46592771	148026	-0.2904991	0	1	0	-	2.45	0.68	0.31
chr20	46681534	46681535	148041	1.805433	0	1	0	-	19.21	1.87	1.25
chr20	46699955	46699956	148043	-0.1992996	0	1	0	-	17.88	1.19	0.73
chr20	46708245	46708246	148044	-0.1699844	0	1	0	+	1.18	0	0
chr20	46748123	46748124	148053	0.111387	0	1	0	+	11.3	1.7	0.52
chr20	46752821	46752822	148054	1.524605	1	1	0	+	12.81	3.05	2.4
chr20	46758277	46758278	148056	2.361453	1	1	0	+	17.4	2.38	1.35
chr20	46767345	46767346	148061	0.5323804	0	1	0	+	14.08	2.04	0.94
chr20	46773023	46773024	148063	-0.2803262	0	1	0	+	5.74	0	0.1
chr20	47150815	47150816	148100	-0.1901519	0	1	0	-	12.99	0.34	1.25
chr20	47174078	47174079	148104	-0.2833505	0	1	0	-	2.54	0.34	0.42
chr20	47196535	47196536	148106	5.943673	1	1	1	+	29.48	3.05	4.06
chr20	47220244	47220245	148110	1.75761	0	1	0	+	16.1	0.68	0.94
chr20	47272983	47272984	148113	1.164374	1	1	0	+	20.03	0.68	0.42
chr20	47297127	47297128	148117	-0.3106665	0	1	0	+	4.92	0	0.1
chr20	47384218	47384219	148124	8.390132	0	1	0	-	36.58	2.21	4.17
chr20	47521213	47521214	148131	0.09719099	0	1	0	+	8.1	0.17	0.21
chr20	47535231	47535232	148136	-0.2508326	0	1	0	+	8.82	0.34	0
chr20	47621364	47621365	148141	-0.2224914	0	1	0	-	32.96	1.7	0.1
chr20	47663949	47663950	148143	9.293147	1	1	1	+	21.96	2.72	6.25
chr20	47676458	47676459	148146	-0.3106665	0	1	0	+	1.12	0	0.21
chr20	47678025	47678026	148147	0.8477934	0	1	0	+	18.91	0.68	0.73
chr20	47704992	47704993	148152	-0.3106665	0	1	0	-	0.76	0	0
chr20	47712674	47712675	148154	-0.3106665	0	1	0	-	4.17	0	0.52
chr20	47725545	47725546	148155	6.343033	1	1	0	+	20.3	3.9	1.56
chr20	47758259	47758260	148160	-0.3015188	0	1	0	-	1.33	0	0
chr20	47786674	47786675	148166	-0.3004936	0	1	0	+	5.92	0	0.1
chr20	47854940	47854941	148181	-0.2398129	0	1	0	+	3.05	0.68	0.1
chr20	48189378	48189379	148232	-0.3106665	0	1	0	-	1.06	0.17	0
chr20	48330090	48330091	148246	-0.2803262	0	1	0	-	3.62	0	0.31
chr20	48350771	48350772	148251	0.5542779	0	1	0	+	5.17	0.68	0
chr20	48485467	48485468	148279	-0.3106665	0	1	0	+	0.82	0	0.1
chr20	48578592	48578593	148295	-0.3106665	0	1	0	-	0.82	0.17	0.1
chr20	48620660	48620661	148302	2.787624	0	1	0	-	17.25	4.24	5.84
chr20	48621167	48621168	148303	2.571418	1	1	0	-	21.93	8.83	7.29
chr20	48635970	48635971	148306	3.979807	0	1	0	+	18.85	0.68	2.92
chr20	48657897	48657898	148313	6.709146	1	1	1	+	18.61	0.85	3.54
chr20	48699061	48699062	148323	-0.3035179	0	1	0	-	6.89	0.51	0
chr20	48905217	48905218	148343	0.818464	1	1	0	-	15.65	1.19	0.42
chr20	48933508	48933509	148348	-0.3106665	0	1	0	+	1.54	0	0
chr20	48949776	48949777	148353	-0.2618274	0	1	0	-	4.29	0.68	0.31
chr20	48987099	48987100	148357	-0.3106665	0	1	0	+	9.94	0.34	0.21
chr20	49028836	49028837	148360	-0.2813514	0	1	0	+	7.55	0	0
chr20	49052552	49052553	148362	-0.3106665	0	1	0	+	0.91	0.17	0.31
chr20	49133098	49133099	148365	-0.2306651	0	1	0	+	14.2	0.34	0.21
chr20	49207330	49207331	148370	-0.2813514	0	1	0	-	3.72	0	0.31
chr20	49217296	49217297	148371	4.909235	0	1	0	-	21.51	2.55	2.5
chr20	49246672	49246673	148377	-0.08532507	0	1	0	+	14.05	0.51	0.21
chr20	49278263	49278264	148379	-0.3004936	0	1	0	-	1.54	0.51	8.02
chr20	49284508	49284509	148380	-0.3015188	0	1	0	-	1.27	0	0.21
chr20	49320566	49320567	148382	-0.3106665	1	1	0	-	3.72	0.68	0.31
chr20	49334079	49334080	148385	5.299155	0	1	0	+	40.54	4.92	4.9
chr20	49384696	49384697	148392	3.758764	0	1	1	+	17.61	1.87	0.94
chr20	49387997	49387998	148395	-0.3106665	0	1	0	+	0.88	0	0.31
chr20	49396435	49396436	148396	-0.3015188	0	1	0	+	1.63	0	0.1
chr20	49441667	49441668	148402	-0.3106665	0	1	0	-	1	0	0
chr20	49484330	49484331	148409	-0.2094725	0	1	0	-	11.69	0	1.04
chr20	49508768	49508769	148412	-0.1129716	0	1	0	-	12.11	0.34	0.42
chr20	49519970	49519971	148415	-0.3106665	1	1	0	-	0.79	0.17	0.1
chr20	49534421	49534422	148416	1.002052	1	1	0	-	14.08	4.24	1.56
chr20	49537270	49537271	148417	0.8725299	1	1	0	-	16.58	1.7	2.61
chr20	49541948	49541949	148419	0.01767213	0	1	0	+	15.77	1.7	4.06
chr20	49545775	49545776	148421	0.01053246	0	1	0	-	2.99	0.17	0.83
chr20	49603328	49603329	148430	-0.2904991	0	1	0	-	5.5	0.17	0.21
chr20	49609107	49609108	148432	4.917529	0	1	0	-	23.5	8.15	7.61
chr20	49611445	49611446	148434	0.2471071	0	1	0	-	22.44	4.92	10.53
chr20	49713754	49713755	148443	-0.3106665	1	1	0	-	0.76	0	1.04
chr20	49786845	49786846	148446	-0.3004936	1	1	0	-	6.34	0	0
chr20	49790451	49790452	148447	-0.3106665	0	1	0	-	1.9	0.51	0.52
chr20	49807525	49807526	148448	-0.3106665	0	1	0	-	2.63	0.17	0
chr20	49812803	49812804	148450	-0.2770487	0	1	0	-	2.08	0.17	1.25
chr20	49846413	49846414	148456	-0.1891266	0	1	0	-	20.39	0.68	0.52
chr20	49888673	49888674	148464	2.881397	0	1	0	-	23.53	1.53	1.98
chr20	49890158	49890159	148465	-0.1936676	0	1	1	-	3.78	0.85	0.31
chr20	49909989	49909990	148470	-0.1402875	0	1	0	-	4.86	0.34	0.1
chr20	49914563	49914564	148471	-0.3106665	0	1	0	-	0.66	0.34	0.31
chr20	49928843	49928844	148476	5.460262	0	1	0	-	26.1	3.22	2.4
chr20	49957885	49957886	148479	-0.2904991	1	1	0	-	1.84	0.17	0.1
chr20	49965045	49965046	148480	1.734156	1	1	0	+	28.4	3.39	1.35
chr20	49979164	49979165	148481	3.84691	0	1	1	+	31.17	3.9	6.46
chr20	49982614	49982615	148483	-0.3004936	0	1	0	+	13.32	1.19	4.27
chr20	50070510	50070511	148494	-0.2913459	0	1	0	-	2.14	0.34	0.21
chr20	50071447	50071448	148495	9.259408	1	1	0	-	37.07	5.77	5.84
chr20	50085639	50085640	148498	0.3936975	0	1	0	-	20.9	1.7	1.67
chr20	50112900	50112901	148500	-0.3106665	0	1	0	-	4.14	0.34	0.94
chr20	50120875	50120876	148502	-0.3106665	0	1	0	+	1.81	0.17	0.31
chr20	50138792	50138793	148507	-0.293345	0	1	0	-	1.93	0	0.1
chr20	50152503	50152504	148511	-0.3106665	0	1	0	-	3.41	0	0.21
chr20	50169531	50169532	148515	3.507159	1	1	0	-	21.21	3.56	1.56
chr20	50179402	50179403	148517	5.296824	1	1	1	-	17.88	5.43	3.33
chr20	50186422	50186423	148519	10.75053	1	1	0	+	23.62	4.41	3.54
chr20	50190978	50190979	148524	-0.3106665	0	1	0	-	5.68	2.04	5.11
chr20	50229184	50229185	148534	-0.3106665	0	1	0	-	2.81	0.17	0.52
chr20	50279145	50279146	148545	-0.2850192	0	1	0	+	9.09	0.34	0.42
chr20	50282266	50282267	148547	-0.1741437	0	1	0	+	10.48	0.51	0.42
chr20	50294915	50294916	148554	-0.3106665	0	1	0	-	1.09	0.17	0
chr20	50321626	50321627	148558	-0.3106665	0	1	0	-	1.15	0.51	0.1
chr20	50338714	50338715	148559	-0.3106665	0	1	0	-	1.66	1.36	0.42
chr20	50400589	50400590	148576	-0.3106665	0	1	0	+	1.15	0	0.21
chr20	50413524	50413525	148580	-0.3004936	0	1	0	+	1.39	0	0.1
chr20	50456673	50456674	148586	-0.3106665	0	1	0	-	2.42	0.34	0.52
chr20	50460934	50460935	148588	4.662667	1	1	0	-	27.52	5.6	6.36
chr20	50464426	50464427	148589	0.9274792	1	1	0	-	21.18	2.72	4.38
chr20	50478434	50478435	148591	0.2297505	0	1	0	+	18.88	0.85	0.94
chr20	50504342	50504343	148594	-0.3106665	0	1	0	+	5.11	0	0.31
