motif_chr	motif_start	motif_end	motif_index	salt_tolerance	strand	xchip_signal	peak_group
chr2	162301377	162301378	135957	2.023525	-	15.47	N1
chr20	2352008	2352009	142591	3.605271	+	15.5	N1
chr4	37566946	37566947	178919	6.173599	-	15.5	N1
chr2	71924133	71924134	129488	3.593344	+	15.53	N1
chr21	39867312	39867313	152983	4.291829	+	15.53	N1
chr15	57560003	57560004	75612	6.43689	+	15.53	N1
chr11	44775589	44775590	37935	2.934564	-	15.53	N1
chrX	123833543	123833544	259602	1.350006	+	15.53	N1
chr22	26367840	26367841	156325	2.211955	+	15.53	N1
chr16	72400472	72400473	88549	0.8037726	+	15.56	N1
chr14	77862384	77862385	67859	5.812695	+	15.56	N1
chr6	111721841	111721842	208438	2.40304	+	15.56	N1
chr5	173592251	173592252	198836	4.663412	+	15.59	N1
chr17	2848966	2848967	92057	1.940417	+	15.59	N1
chr9	135602869	135602870	251323	5.634107	+	15.59	N1
chr8	10417926	10417927	230584	3.194592	+	15.62	N1
chr15	89740236	89740237	79304	4.870392	+	15.62	N1
chr16	72832778	72832779	88573	1.089889	+	15.62	N1
chr1	18234957	18234958	3536	2.947832	-	15.62	N1
chr12	117850162	117850163	55583	6.617289	-	15.65	N1
chr4	128863669	128863670	183405	4.376737	-	15.65	N1
chr11	7665924	7665925	35445	4.273896	-	15.65	N1
chr16	50509770	50509771	86433	3.699375	-	15.65	N1
chr2	231517700	231517701	140355	2.625934	+	15.65	N1
chr4	27048523	27048524	178571	1.17654	+	15.65	N1
chr17	3683157	3683158	92168	1.820657	+	15.68	N1
chr9	109244720	109244721	247627	4.498113	+	15.68	N1
chr22	40646414	40646415	158408	3.190502	-	15.68	N1
chr11	112113615	112113616	43986	1.543433	+	15.68	N1
chr14	72948697	72948698	67275	1.863259	-	15.68	N1
chr3	52144466	52144467	165535	5.088901	+	15.71	N1
chr9	132169980	132169981	250414	3.58927	+	15.71	N1
chr5	2038813	2038814	187363	3.208288	-	15.71	N1
chr8	29723183	29723184	232333	3.843379	-	15.74	N1
chr5	57299091	57299092	191331	1.263297	+	15.74	N1
chr17	8746127	8746128	92968	0.7673247	-	15.74	N1
chr1	234154871	234154872	21432	3.453321	+	15.74	N1
chr17	79042544	79042545	101218	2.948066	-	15.74	N1
chr5	159331518	159331519	197773	1.146168	+	15.74	N1
chr10	119686654	119686655	31959	2.310364	+	15.77	N1
chr2	128736780	128736781	133979	5.154691	+	15.77	N1
chr13	41353218	41353219	59586	4.680832	+	15.77	N1
chr20	20860379	20860380	144079	3.518384	+	15.8	N1
chr22	26331191	26331192	156320	2.125205	-	15.8	N1
chr14	104896862	104896863	70785	5.00467	+	15.8	N1
chr5	106122203	106122204	193896	2.689545	-	15.83	N1
chr11	7694848	7694849	35448	2.958475	-	15.86	N1
chr21	41121993	41121994	153075	5.08585	+	15.86	N1
chr17	3914014	3914015	92216	3.765446	+	15.86	N1
chr20	63309692	63309693	150431	1.470038	+	15.86	N1
chr1	203084695	203084696	18465	2.3365	+	15.89	N1
chr5	173581840	173581841	198835	3.547245	-	15.89	N1
chr17	4215528	4215529	92255	4.244699	+	15.89	N1
chr10	103686352	103686353	30665	2.177591	-	15.89	N1
chr11	10208250	10208251	35666	1.810693	+	15.92	N1
chr17	7990346	7990347	92843	4.226756	-	15.92	N1
chr14	103105114	103105115	70295	2.021582	+	15.92	N1
chr5	134146016	134146017	195452	3.905411	-	15.92	N1
chr8	119867304	119867305	237729	1.27319	+	15.95	N1
chr8	118743794	118743795	237670	3.267916	+	15.95	N1
chr12	6285191	6285192	47729	2.713171	-	15.95	N1
chr4	103934385	103934386	182188	1.232198	-	15.95	N1
chr1	152188770	152188771	14443	3.087896	+	15.98	N1
chr1	19704716	19704717	3830	4.444283	-	15.98	N1
chr17	18960994	18960995	94107	3.015816	+	15.98	N1
chr19	16062902	16062903	114734	10.23412	-	15.98	N1
chr17	68463166	68463167	99643	1.919002	-	15.98	N1
chr4	138090667	138090668	183748	1.352909	-	16.01	N1
chr12	44775006	44775007	49992	2.265244	+	16.01	N1
chr17	79087768	79087769	101234	5.582113	+	16.01	N1
chr12	69900805	69900806	52363	1.340741	+	16.01	N1
chr14	24161162	24161163	64295	2.270414	-	16.04	N1
chr10	97210677	97210678	29810	7.533357	-	16.04	N1
chr10	14032619	14032620	23681	4.781286	+	16.04	N1
chr5	81299702	81299703	192898	0.8261482	-	16.04	N1
chr9	124447030	124447031	248956	1.699842	-	16.07	N1
chr10	101570379	101570380	30359	1.93208	-	16.07	N1
chr19	42606856	42606857	119322	3.515412	+	16.07	N1
chr15	75686377	75686378	77676	3.975282	+	16.07	N1
chr10	48289838	48289839	25974	3.807258	-	16.07	N1
chr19	42034912	42034913	119166	2.600553	-	16.07	N1
chr22	29245717	29245718	156654	3.532638	-	16.1	N1
chr20	47220244	47220245	148110	1.75761	+	16.1	N1
chrX	153953532	153953533	261576	2.712674	-	16.1	N1
chr19	17784556	17784557	115105	4.936781	-	16.1	N1
chr2	208040962	208040963	138699	2.661969	-	16.1	N1
chr11	128158090	128158091	45804	1.515495	-	16.1	N1
chr13	46894241	46894242	59974	1.505001	+	16.13	N1
chr8	40199822	40199823	233042	2.546439	-	16.13	N1
chr7	135711020	135711021	226678	0.5638315	-	16.13	N1
chr10	51011097	51011098	26281	1.929612	+	16.13	N1
chr10	48215650	48215651	25962	3.777204	+	16.13	N1
chr9	33466808	33466809	243142	4.066195	-	16.16	N1
chr15	74782001	74782002	77491	2.449932	+	16.16	N1
chr1	9142428	9142429	2040	3.01263604636604	+	16.19	N1
chr20	17431936	17431937	143715	3.353439	-	16.19	N1
chr22	30445370	30445371	156843	2.663957	+	16.19	N1
chr14	92687066	92687067	68805	4.686936	+	16.22	N1
chr2	177763860	177763861	137005	2.108319	-	16.22	N1
chr11	44951059	44951060	37971	0.4448169	+	16.22	N1
chr13	21477198	21477199	58114	4.66999	-	16.22	N1
chr1	47997791	47997792	7785	1.670627	+	16.22	N1
chr3	58568759	58568760	166204	6.418469	+	16.25	N1
chr9	32968593	32968594	243068	2.46066	-	16.25	N1
chr2	158754203	158754204	135726	2.479657	-	16.25	N1
chr13	95478697	95478698	62009	3.988689	-	16.25	N1
chr5	16934252	16934253	188555	1.333703	+	16.25	N1
chr2	210503193	210503194	138810	2.630445	+	16.25	N1
chr9	114291181	114291182	248132	9.688889	-	16.25	N1
chr17	16363954	16363955	93624	3.083617	+	16.25	N1
chr17	79391959	79391960	101333	3.217321	-	16.28	N1
chr12	111304741	111304742	54889	6.652214	+	16.28	N1
chr8	61467685	61467686	234511	4.413312	+	16.28	N1
chr6	89281997	89281998	207230	3.988044	+	16.28	N1
chr6	121055763	121055764	208900	1.546267	+	16.31	N1
chr19	42567134	42567135	119313	2.633726	+	16.31	N1
chr9	126558225	126558226	249225	6.489879	-	16.31	N1
chr17	74301339	74301340	100173	5.295892	+	16.31	N1
chr3	195106596	195106597	174709	3.713358	-	16.31	N1
chr15	60507987	60507988	75842	3.57177	+	16.31	N1
chr20	36156823	36156824	146755	2.730323	+	16.31	N1
chr8	57343503	57343504	234247	8.205285	-	16.31	N1
chr10	83871674	83871675	28764	4.377567	-	16.34	N1
chr17	64927753	64927754	99277	1.768337	+	16.34	N1
chr16	74329582	74329583	88701	2.438872	-	16.34	N1
chr5	4942467	4942468	187640	2.577788	-	16.37	N1
chr13	45309614	45309615	59849	3.36086	-	16.37	N1
chr3	101803366	101803367	168256	2.006006	+	16.4	N1
chr17	34420471	34420472	95505	6.744926	+	16.4	N1
chr9	34253100	34253101	243198	3.264385	-	16.4	N1
chr12	6869591	6869592	47847	4.216069	+	16.4	N1
chr11	73964505	73964506	41653	2.835531	+	16.43	N1
chr8	78507723	78507724	235438	3.717014	+	16.43	N1
chr9	113807564	113807565	248045	5.362546	+	16.46	N1
chr2	121080351	121080352	133363	8.574388	-	16.46	N1
chr8	142782670	142782671	239993	4.48925	+	16.46	N1
chr1	96966742	96966743	10881	3.220489	+	16.46	N1
chr18	11733136	11733137	104486	4.719477	+	16.46	N1
chr8	18868567	18868568	231219	2.495028	-	16.46	N1
chr10	70116384	70116385	27306	3.514753	+	16.49	N1
chr4	155442475	155442476	184817	1.983856	+	16.49	N1
chr3	25441440	25441441	162946	2.201946	+	16.49	N1
chr3	134213088	134213089	170846	7.616653	+	16.49	N1
chr7	55255017	55255018	221214	1.96083	-	16.52	N1
chrX	104922361	104922362	258580	4.499651	-	16.52	N1
chr7	36987302	36987303	219663	8.362047	+	16.52	N1
chr12	100154941	100154942	53809	3.125364	+	16.52	N1
chr5	59810142	59810143	191482	2.503866	+	16.55	N1
chr14	75906884	75906885	67613	1.765291	+	16.55	N1
chr20	57654458	57654459	149335	2.398958	+	16.55	N1
chr17	32659502	32659503	95321	4.280581	+	16.58	N1
chr18	12039129	12039130	104521	4.769509	-	16.58	N1
chr12	38138892	38138893	49666	7.940903	+	16.58	N1
chr1	159214346	159214347	15392	3.236858	-	16.58	N1
chr12	26651774	26651775	49060	2.388037	-	16.58	N1
chrX	107655319	107655320	258729	3.118549	+	16.61	N1
chr11	67614342	67614343	40481	1.8976	+	16.61	N1
chr22	35231682	35231683	157376	5.788765	-	16.61	N1
chr22	30485564	30485565	156851	5.332703	-	16.61	N1
chr12	66861342	66861343	52155	2.821753	-	16.61	N1
chr2	72137647	72137648	129519	4.39564	-	16.61	N1
chr10	77174063	77174064	28100	3.161636	+	16.61	N1
chr5	172451386	172451387	198653	1.657263	-	16.64	N1
chr10	102073080	102073081	30416	2.700034	-	16.64	N1
chr3	170812152	170812153	173131	3.003391	-	16.64	N1
chr9	136843959	136843960	251808	1.167223	+	16.64	N1
chr11	128630557	128630558	45840	4.137353	-	16.64	N1
chr1	30782499	30782500	5580	4.171666	+	16.64	N1
chr11	93868567	93868568	43003	2.180125	+	16.64	N1
chr17	33520614	33520615	95420	2.59843	+	16.67	N1
chr1	101357568	101357569	11064	2.137689	+	16.67	N1
chr1	17237228	17237229	3321	5.122185	-	16.67	N1
chr14	74609062	74609063	67458	3.013629	+	16.67	N1
chr4	67746891	67746892	180313	0.964822	+	16.7	N1
chr5	72018356	72018357	192219	5.60494	-	16.7	N1
chr9	122099467	122099468	248701	3.483278	+	16.7	N1
chr3	157081898	157081899	172436	3.862399	-	16.7	N1
chr3	130098458	130098459	170546	2.879871	-	16.74	N1
chr12	12916406	12916407	48362	6.190802	+	16.74	N1
chrX	9995935	9995936	253294	3.366901	+	16.74	N1
chr4	150243065	150243066	184443	2.347284	-	16.74	N1
chr14	73728915	73728916	67346	3.003405	+	16.77	N1
chr10	122142998	122142999	32158	2.498319	+	16.77	N1
chr8	17912788	17912789	231154	4.592902	-	16.77	N1
chr5	170435178	170435179	198412	2.103269	+	16.77	N1
chr5	50922838	50922839	191003	2.959609	+	16.77	N1
chr14	75654322	75654323	67596	4.671923	-	16.8	N1
chr12	91326629	91326630	53260	1.707365	-	16.8	N1
chr19	33235430	33235431	117794	4.169019	+	16.8	N1
chr22	38353315	38353316	157990	1.393299	-	16.8	N1
chr1	147627681	147627682	13985	3.319564	-	16.8	N1
chr17	8094026	8094027	92870	4.841538	+	16.8	N1
chr18	58180938	58180939	109475	1.989332	-	16.83	N1
chr8	133453509	133453510	238747	4.139751	-	16.83	N1
chr1	165258116	165258117	15959	3.609076	+	16.83	N1
chr3	194344107	194344108	174604	2.018487	-	16.83	N1
chr22	30005418	30005419	156758	2.292487	-	16.83	N1
chr2	7044466	7044467	124172	6.919609	-	16.86	N1
chr14	104650508	104650509	70676	3.607591	+	16.86	N1
chrX	11770451	11770452	253436	1.95838	-	16.86	N1
chr12	9750921	9750922	48144	3.319282	+	16.86	N1
chr4	67910497	67910498	180323	3.991588	-	16.86	N1
chr4	13656667	13656668	177747	3.16629	+	16.86	N1
chrX	152959068	152959069	261288	8.707603	+	16.86	N1
chr1	46878394	46878395	7633	2.186598	+	16.89	N1
chr12	117367211	117367212	55539	4.689205	+	16.89	N1
chr17	1259280	1259281	91766	3.238939	+	16.89	N1
chr14	104768691	104768692	70734	4.049856	+	16.89	N1
chr10	47047771	47047772	25846	7.460809	+	16.89	N1
chr17	34171415	34171416	95485	4.279599	+	16.92	N1
chr21	25881977	25881978	151883	2.536997	+	16.92	N1
chr15	77910565	77910566	77943	3.149797	+	16.92	N1
chr19	4576182	4576183	112612	1.884258	+	16.95	N1
chr13	80343030	80343031	61439	2.025336	+	16.95	N1
chr14	100285839	100285840	69790	1.299018	-	16.95	N1
chr2	16757370	16757371	125137	3.56874	-	16.95	N1
chr2	120521418	120521419	133236	3.774458	-	16.95	N1
chr12	102702723	102702724	53977	1.757117	-	16.95	N1
chr8	56060307	56060308	234141	7.592846	+	16.95	N1
chr4	6327457	6327458	176705	5.305377	-	16.98	N1
chr12	547118	547119	47030	4.724109	-	16.98	N1
chr20	50749471	50749472	148638	1.054685	-	16.98	N1
chr2	127649915	127649916	133826	2.820567	-	16.98	N1
chr10	95374805	95374806	29626	3.913051	+	17.01	N1
chr3	58167539	58167540	166145	2.958701	+	17.01	N1
chr14	99947063	99947064	69718	1.558213	+	17.01	N1
chr2	207475084	207475085	138638	1.572856	-	17.04	N1
chr13	95834370	95834371	62045	3.889463	-	17.04	N1
chr12	117236663	117236664	55527	2.744627	+	17.07	N1
chr1	40078708	40078709	6789	1.802003	+	17.07	N1
chr5	2151495	2151496	187386	5.234885	-	17.07	N1
chr18	3771508	3771509	103843	3.345739	+	17.07	N1
chr20	63183524	63183525	150383	3.111889	+	17.1	N1
chr19	47813893	47813894	120260	4.781033	+	17.1	N1
chr2	20242425	20242426	125397	1.494306	+	17.1	N1
chr5	73536993	73536994	192350	4.02907	-	17.1	N1
chr20	21572282	21572283	144153	2.604142	-	17.1	N1
chr19	33407015	33407016	117847	7.524375	-	17.1	N1
chr6	148948064	148948065	210506	4.652354	-	17.1	N1
chr1	37323964	37323965	6455	2.059809	-	17.13	N1
chr6	159110166	159110167	211335	4.249257	-	17.13	N1
chr16	86340895	86340896	90092	4.805712	+	17.13	N1
chr2	1817694	1817695	123669	3.068594	-	17.13	N1
chr3	127575158	127575159	170096	5.122244	+	17.16	N1
chr21	44488014	44488015	153839	3.374322	-	17.16	N1
chr11	19564197	19564198	36524	3.789751	+	17.19	N1
chr20	33947867	33947868	146512	3.019728	+	17.19	N1
chr8	21812397	21812398	231463	2.467919	-	17.19	N1
chr10	101068033	101068034	30292	2.807501	-	17.19	N1
chr19	46766858	46766859	120069	4.128171	-	17.22	N1
chr7	70857112	70857113	222155	7.391553	+	17.22	N1
chr7	3897622	3897623	217206	2.126338	-	17.22	N1
chr20	23668570	23668571	144372	3.141933	+	17.25	N1
chr20	48620660	48620661	148302	2.787624	-	17.25	N1
chr20	23996337	23996338	144425	4.777494	-	17.28	N1
chr10	91006444	91006445	29282	2.788787	+	17.28	N1
chr1	22964380	22964381	4348	5.649233	-	17.28	N1
chr11	128831352	128831353	45870	3.65281	-	17.28	N1
chr5	79858313	79858314	192802	5.915098	-	17.28	N1
chr22	31970824	31970825	157085	1.529561	+	17.31	N1
chr11	20648169	20648170	36632	4.252838	+	17.31	N1
chr15	79184566	79184567	78176	3.788422	-	17.31	N1
chr14	99629025	99629026	69659	3.007195	-	17.31	N1
chr17	79708803	79708804	101411	3.036647	-	17.34	N1
chr12	12334577	12334578	48305	3.568801	-	17.34	N1
chr15	75029460	75029461	77552	3.211347	+	17.37	N1
chr3	184250438	184250439	173815	2.281184	-	17.37	N1
chr4	181143447	181143448	185939	4.497818	+	17.37	N1
chr16	5490764	5490765	82814	7.285652	-	17.37	N1
chr7	41940941	41940942	220000	3.253691	+	17.37	N1
chr11	131674144	131674145	46158	3.564474	-	17.37	N1
chr10	71570184	71570185	27584	4.455868	-	17.4	N1
chr19	42596665	42596666	119320	3.369095	-	17.4	N1
chr2	11582897	11582898	124777	4.325702	+	17.4	N1
chr15	98421791	98421792	79993	3.995864	-	17.43	N1
chr9	114082669	114082670	248079	4.794586	+	17.43	N1
chr15	63487490	63487491	76111	3.577984	+	17.43	N1
chr20	16804135	16804136	143675	2.434003	+	17.43	N1
chr5	139775223	139775224	196092	0.442369	+	17.43	N1
chr15	78423033	78423034	78047	6.48548	-	17.46	N1
chr19	19554550	19554551	115606	3.452666	-	17.46	N1
chr19	8069552	8069553	113363	4.533558	-	17.46	N1
chr22	37457507	37457508	157766	2.984936	-	17.46	N1
chr5	180328841	180328842	199872	3.152573	-	17.46	N1
chr5	180471158	180471159	199899	2.100804	-	17.49	N1
chr17	67963450	67963451	99579	3.010112	+	17.49	N1
chr8	33334919	33334920	232547	2.793736	-	17.49	N1
chr18	21956232	21956233	107110	2.237583	-	17.49	N1
chr2	48946659	48946660	127970	3.447579	+	17.52	N1
chr11	124071534	124071535	45386	6.176832	+	17.52	N1
chr19	12676522	12676523	114110	5.888837	+	17.52	N1
chr14	54441500	54441501	65832	1.827752	-	17.55	N1
chr12	12813273	12813274	48353	2.935393	+	17.55	N1
chr8	11589649	11589650	230772	4.219119	-	17.55	N1
chr8	6830281	6830282	230183	3.838722	-	17.55	N1
chr2	135043534	135043535	134602	2.102523	-	17.58	N1
chr3	58177891	58177892	166149	2.029139	+	17.58	N1
chr20	58234083	58234084	149431	5.880334	+	17.58	N1
chr20	49384696	49384697	148392	3.758764	+	17.61	N1
chr2	130920618	130920619	134229	3.575905	-	17.61	N1
chr15	50877105	50877106	75173	3.500742	-	17.61	N1
chr20	38790644	38790645	147154	2.467126	+	17.61	N1
chr22	44626410	44626411	159104	6.649472	-	17.64	N1
chr9	36407225	36407226	243473	1.85374	+	17.64	N1
chr5	178461310	178461311	199559	2.517759	+	17.64	N1
chr1	119744259	119744260	12440	4.534532	+	17.64	N1
chr5	158695705	158695706	197728	3.751396	+	17.64	N1
chr9	114155450	114155451	248095	3.044988	+	17.64	N1
chr10	29590863	29590864	24662	4.218724	-	17.67	N1
chr11	4626389	4626390	35259	2.661141	+	17.67	N1
chr10	16777625	16777626	23870	2.081503	-	17.67	N1
chr5	180606135	180606136	199911	2.059157	-	17.67	N1
chr7	134358427	134358428	226552	4.491488	-	17.67	N1
chr17	28848853	28848854	94876	2.094969	+	17.7	N1
chr9	121400329	121400330	248595	0.8881207	-	17.7	N1
chr8	18912386	18912387	231221	5.951108	+	17.73	N1
chr12	3073590	3073591	47332	2.951753	+	17.73	N1
chr19	51515084	51515085	120997	2.691932	-	17.73	N1
chr3	187748165	187748166	174222	3.053245	+	17.73	N1
chr11	17979948	17979949	36386	3.970258	-	17.76	N1
chr4	18689510	18689511	178085	3.329566	+	17.76	N1
chr15	74800335	74800336	77506	2.924387	-	17.76	N1
chr17	19363028	19363029	94192	2.787107	+	17.76	N1
chr2	206164452	206164453	138537	5.485031	+	17.79	N1
chr3	37997025	37997026	163694	4.243667	-	17.79	N1
chr14	104723731	104723732	70710	2.646415	+	17.79	N1
chr9	126702632	126702633	249265	2.620186	-	17.79	N1
chr2	102753752	102753753	131770	2.6307	+	17.79	N1
chr17	81869504	81869505	102053	1.1093	+	17.82	N1
chr3	123642599	123642600	169504	2.272759	+	17.82	N1
chr12	47637363	47637364	50164	3.389743	-	17.82	N1
chr7	134750277	134750278	226592	3.169248	-	17.82	N1
chr5	160508955	160508956	197868	4.072932	+	17.85	N1
chr19	55088767	55088768	121399	6.190339	+	17.85	N1
chr20	63496280	63496281	150534	1.440246	+	17.85	N1
chr22	37077975	37077976	157658	2.87858	+	17.85	N1
chr11	44936631	44936632	37964	4.495971	+	17.88	N1
chr15	89430879	89430880	79260	10.23531	-	17.88	N1
chr20	22691819	22691820	144238	3.811057	+	17.88	N1
chr2	231713993	231713994	140411	2.42073	-	17.88	N1
chr17	74961764	74961765	100316	5.257549	+	17.88	N1
chr19	39540293	39540294	118732	2.443973	-	17.91	N1
chr9	111299538	111299539	247789	5.560902	-	17.91	N1
chr5	73902743	73902744	192376	1.863421	+	17.94	N1
chr20	51220391	51220392	148707	2.13909	+	17.94	N1
chr8	122673646	122673647	237876	3.598471	+	17.94	N1
chr22	41697279	41697280	158549	4.42556	+	17.94	N1
chr19	6218663	6218664	113031	7.781371	+	17.94	N1
chr12	119545212	119545213	55708	5.872308	-	17.97	N1
chr1	236109560	236109561	21625	1.41627	+	17.97	N1
chr2	176455107	176455108	136911	10.45128	-	18	N1
chr2	219104315	219104316	139450	1.592662	-	18	N1
chr5	141665166	141665167	196334	2.921897	+	18	N1
chr5	64635273	64635274	191794	0.9110349	+	18	N1
chr1	59971559	59971560	8841	2.843708	+	18.03	N1
chr10	97676850	97676851	29887	1.902867	+	18.03	N1
chr9	113682393	113682394	248027	5.670947	+	18.03	N1
chr18	58122085	58122086	109468	2.509363	-	18.03	N1
chr5	151740823	151740824	197278	2.002383	-	18.03	N1
chr20	35992912	35992913	146731	4.446815	+	18.03	N1
chr3	10344327	10344328	161572	3.465611	+	18.06	N1
chr5	172107043	172107044	198615	2.947335	+	18.06	N1
chr11	2531562	2531563	34925	6.602999	-	18.06	N1
chr11	45103292	45103293	38005	3.560071	-	18.09	N1
chr10	48524467	48524468	26005	1.628169	+	18.09	N1
chr5	28014977	28014978	188877	6.067726	-	18.09	N1
chr19	50047065	50047066	120707	2.437824	+	18.12	N1
chr5	160345521	160345522	197857	3.022082	-	18.12	N1
chr4	16916924	16916925	177981	5.895662	-	18.12	N1
chr5	10701662	10701663	188158	1.800035	+	18.12	N1
chr6	54718045	54718046	205633	3.207026	+	18.12	N1
chr19	35495545	35495546	118146	2.100569	+	18.15	N1
chr12	1796191	1796192	47120	1.889322	+	18.15	N1
chr1	13813807	13813808	2802	1.898271	-	18.15	N1
chr10	109978582	109978583	31024	2.300458	+	18.15	N1
chr9	126501063	126501064	249207	3.756807	+	18.19	N1
chr5	73591293	73591294	192352	3.564044	+	18.19	N1
chr9	34379517	34379518	243213	3.620324	-	18.19	N1
chr1	47089530	47089531	7643	2.835504	-	18.22	N1
chr6	107704600	107704601	208101	6.452735	-	18.22	N1
chr2	218068971	218068972	139283	3.893421	-	18.22	N1
chr1	156090886	156090887	15001	2.475129	+	18.22	N1
chr17	30719489	30719490	95105	6.543995	-	18.22	N1
chr15	45458959	45458960	74865	7.160299	+	18.25	N1
chr14	91323764	91323765	68627	6.412862	+	18.25	N1
chr9	93827605	93827606	246401	2.508154	+	18.25	N1
chr11	58788610	58788611	38796	1.484429	-	18.28	N1
chr2	88740196	88740197	130632	2.903203	+	18.31	N1
chr4	40897785	40897786	179162	2.667179	-	18.31	N1
chr11	63212870	63212871	39430	4.403519	-	18.31	N1
chr7	154913894	154913895	228499	3.4294	+	18.34	N1
chr19	34042119	34042120	117955	3.000002	+	18.34	N1
chr4	6250900	6250901	176685	5.251886	+	18.34	N1
chr1	84724534	84724535	10073	2.494253	-	18.37	N1
chr20	39081349	39081350	147195	4.49853	-	18.37	N1
chr12	7109324	7109325	47901	2.279347	-	18.37	N1
chr3	39448055	39448056	163898	3.589455	+	18.37	N1
chr11	17384096	17384097	36284	5.505211	+	18.37	N1
chr2	98569391	98569392	131369	5.621098	+	18.37	N1
chr5	136425059	136425060	195746	1.237627	-	18.4	N1
chr17	63911815	63911816	99145	6.812285	+	18.4	N1
chr2	119407891	119407892	133086	3.939675	+	18.4	N1
chr16	77675913	77675914	88982	3.000853	+	18.4	N1
chr3	194929407	194929408	174673	1.01906	-	18.4	N1
chr14	95561085	95561086	69210	2.352764	+	18.4	N1
chr7	18666318	18666319	218212	1.634909	-	18.43	N1
chr1	21232151	21232152	4026	3.295015	+	18.43	N1
chr8	11553928	11553929	230759	2.562316	-	18.43	N1
chr4	48445821	48445822	179542	0.4084986	+	18.46	N1
chr17	35747658	35747659	95641	2.555654	-	18.46	N1
chr4	40908861	40908862	179163	6.601991	+	18.46	N1
chr12	6825772	6825773	47834	2.524863	-	18.49	N1
chr19	47427440	47427441	120187	5.22032	-	18.49	N1
chr20	43187927	43187928	147532	4.990236	-	18.49	N1
chr7	35520415	35520416	219518	2.72465	-	18.49	N1
chr21	32940621	32940622	152311	2.280011	+	18.52	N1
chr12	126747727	126747728	56726	5.642351	-	18.52	N1
chr5	61658711	61658712	191596	6.91664	-	18.52	N1
chr3	195915204	195915205	174821	4.967358	-	18.52	N1
chr15	65857032	65857033	76372	1.902563	-	18.52	N1
chr5	160022017	160022018	197830	2.901337	+	18.55	N1
chr1	27388584	27388585	5086	3.590883	-	18.55	N1
chr10	101161925	101161926	30311	7.768978	+	18.55	N1
chr1	76154304	76154305	9703	4.183984	+	18.55	N1
chr12	13255904	13255905	48395	3.09538	+	18.58	N1
chr2	36780418	36780419	126886	1.367159	+	18.58	N1
chr7	134514766	134514767	226573	2.849215	+	18.58	N1
chr22	38412967	38412968	157998	1.770287	+	18.61	N1
chr11	8225756	8225757	35495	5.855936	+	18.61	N1
chr21	36630914	36630915	152675	2.15592	+	18.64	N1
chr3	50273090	50273091	165251	3.342063	-	18.64	N1
chr1	67766287	67766288	9332	2.636005	+	18.64	N1
chr11	119323734	119323735	44858	4.255727	-	18.64	N1
chr16	27155205	27155206	84743	7.57313	+	18.64	N1
chr12	110894552	110894553	54821	3.362596	+	18.64	N1
chr19	47436810	47436811	120192	4.746756	+	18.67	N1
chr15	79993573	79993574	78265	4.561509	-	18.67	N1
chr15	42059891	42059892	74545	7.363717	-	18.67	N1
chr2	28155807	28155808	126235	2.081099	+	18.67	N1
chr19	14196220	14196221	114446	2.690799	+	18.7	N1
chr9	136485196	136485197	251658	2.382403	+	18.7	N1
chr2	169528416	169528417	136345	4.170557	+	18.7	N1
chr11	45340206	45340207	38043	6.968593	+	18.73	N1
chr16	49857832	49857833	86344	1.784657	+	18.73	N1
chr16	69396210	69396211	88199	2.162325	+	18.73	N1
chr2	101012838	101012839	131601	2.019806	+	18.73	N1
chr15	50908604	50908605	75178	5.201037	-	18.73	N1
chr10	95430561	95430562	29629	5.062404	+	18.73	N1
chr1	14732086	14732087	2873	6.355285	-	18.76	N1
chr16	28070907	28070908	84885	5.028821	-	18.76	N1
chr19	970829	970830	111421	4.974996	+	18.79	N1
chr2	28452665	28452666	126277	3.470901	-	18.79	N1
chr1	13960574	13960575	2814	4.975726	-	18.79	N1
chr20	34538836	34538837	146570	2.977222	+	18.79	N1
chr10	101142422	101142423	30310	3.183331	-	18.82	N1
chr4	74874955	74874956	180696	3.441006	+	18.82	N1
chr5	154467860	154467861	197445	3.889781	+	18.82	N1
chr22	30263039	30263040	156801	3.410633	+	18.82	N1
chr3	40192057	40192058	163956	4.95584	+	18.82	N1
chr2	177906270	177906271	137020	6.474695	+	18.85	N1
chr11	61435676	61435677	39067	3.261382	-	18.85	N1
chr20	48635970	48635971	148306	3.979807	+	18.85	N1
chr9	124774573	124774574	248999	3.754422	+	18.88	N1
chr12	48189699	48189700	50260	3.654194	-	18.88	N1
chr1	24199455	24199456	4512	4.779448	+	18.88	N1
chr10	23068359	23068360	24229	3.919963	-	18.88	N1
chr4	41888298	41888299	179237	6.047472	-	18.91	N1
chr1	119968182	119968183	12466	5.477755	-	18.91	N1
chr19	35013147	35013148	118052	1.414203	-	18.91	N1
chr4	4252905	4252906	176395	2.134952	+	18.94	N1
chr5	177072018	177072019	199261	2.487174	+	18.94	N1
chr2	70071008	70071009	129204	2.799688	-	18.94	N1
chr8	100827184	100827185	236731	2.544029	-	18.94	N1
chr10	77641999	77642000	28169	1.896645	-	18.97	N1
chr17	79835107	79835108	101453	1.285359	-	18.97	N1
chr11	20111065	20111066	36585	2.883414	-	18.97	N1
chr11	17599133	17599134	36327	3.579095	+	18.97	N1
chr3	125437990	125437991	169687	2.85954	-	19	N1
chr14	35422572	35422573	64924	2.117971	-	19.03	N1
chr19	33144076	33144077	117772	5.301582	+	19.03	N1
chr12	115998248	115998249	55409	1.601827	+	19.03	N1
