motif_chr	motif_start	motif_end	motif_index	salt_tolerance	strand	xchip_signal	peak_group
chr19	47032393	47032394	120103	0.2756003	-	15.22	N3
chr1	154760599	154760600	14752	-0.09062652	-	15.22	N3
chr10	101019137	101019138	30272	0.5828766	+	15.22	N3
chr16	9033632	9033633	83079	-0.1038238	-	15.22	N3
chr9	105637971	105637972	247382	0.03454616	+	15.25	N3
chr8	56079286	56079287	234145	0.1277696	-	15.25	N3
chr16	23735388	23735389	84503	-0.1551535	+	15.25	N3
chr10	92435196	92435197	29386	-0.1634793	-	15.25	N3
chr15	50003914	50003915	75121	0.2981063	-	15.25	N3
chr17	78134527	78134528	101014	0.6388643	-	15.29	N3
chr19	16383447	16383448	114801	-0.1209669	-	15.29	N3
chr6	90941045	90941046	207360	-0.08817095	+	15.32	N3
chr11	17504758	17504759	36312	0.0332328	-	15.32	N3
chr1	32003765	32003766	5778	-0.1192982	-	15.32	N3
chr5	147949905	147949906	196798	-0.06032118	+	15.32	N3
chr11	119065609	119065610	44815	0.08856971	+	15.32	N3
chr9	114405750	114405751	248157	0.345291	+	15.35	N3
chr12	123271211	123271212	56243	-0.1024681	+	15.35	N3
chr14	73633612	73633613	67334	-0.04178741	-	15.35	N3
chr15	39686222	39686223	74166	0.2782221	+	15.38	N3
chr8	12867025	12867026	230939	-0.02528781	+	15.38	N3
chr5	147822907	147822908	196792	-0.2408381	-	15.38	N3
chr3	44532975	44532976	164359	0.1292889	+	15.38	N3
chr10	6151593	6151594	23094	-0.0694339	-	15.38	N3
chr17	78187177	78187178	101031	0.3749736	-	15.38	N3
chr7	100629504	100629505	224218	0.1514528	+	15.38	N3
chr2	233404429	233404430	140696	-0.219467	+	15.38	N3
chr4	89902029	89902030	181598	-0.1504605	-	15.38	N3
chr1	11664190	11664191	2485	0.0687576004183277	-	15.41	N3
chr17	64491218	64491219	99235	0.04923364	-	15.41	N3
chr2	231100082	231100083	140303	0.02604187	+	15.41	N3
chr1	39902413	39902414	6768	-0.2235166	-	15.41	N3
chr14	81164303	81164304	68036	0.3393054	-	15.41	N3
chr5	146049621	146049622	196680	0.00689967	-	15.41	N3
chr2	96761059	96761060	131152	0.06957952	-	15.41	N3
chr7	74405448	74405449	222519	0.6686692	+	15.41	N3
chr2	121811427	121811428	133439	-0.08977978	+	15.41	N3
chr19	49106847	49106848	120503	0.2241843	-	15.41	N3
chr15	45163227	45163228	74819	0.1117615	+	15.44	N3
chr15	52079068	52079069	75266	0.03503759	-	15.44	N3
chr5	21469943	21469944	188714	-0.1099472	+	15.44	N3
chr20	23446807	23446808	144343	0.4716266	-	15.44	N3
chr5	16160917	16160918	188487	0.007543122	+	15.44	N3
chr10	6014341	6014342	23074	0.03454616	+	15.47	N3
chr1	213564402	213564403	19652	-0.1386189	+	15.47	N3
chr4	93764826	93764827	181731	-0.02328866	-	15.47	N3
chr3	51638043	51638044	165438	0.04756498	+	15.47	N3
chr4	88673120	88673121	181526	-0.004298479	+	15.5	N3
chr5	83718394	83718395	193016	-0.1305171	+	15.5	N3
chr11	5808625	5808626	35314	0.358474	-	15.53	N3
chr15	64046563	64046564	76159	0.2286083	-	15.53	N3
chr12	6423718	6423719	47758	0.3505924	+	15.53	N3
chr1	12031439	12031440	2559	0.013261345694055	-	15.53	N3
chr11	64332013	64332014	39686	0.1325515	-	15.53	N3
chr8	6816408	6816409	230177	0.1194438	+	15.53	N3
chr22	35350912	35350913	157401	0.3869672	+	15.56	N3
chr2	172462224	172462225	136575	-0.01810421	-	15.56	N3
chr7	5140182	5140183	217411	0.2082625	+	15.56	N3
chr9	36556018	36556019	243485	0.1200873	+	15.59	N3
chr2	240604537	240604538	141907	-0.1956668	-	15.59	N3
chr5	139341770	139341771	196009	0.0924408	-	15.59	N3
chr7	77990049	77990050	222900	0.1640814	+	15.62	N3
chr19	7903740	7903741	113314	-0.1736523	+	15.62	N3
chr1	157074421	157074422	15204	-0.1587863	-	15.62	N3
chr14	50321200	50321201	65562	0.02134886	+	15.62	N3
chr3	157239289	157239290	172455	-0.2306651	-	15.65	N3
chr2	109516568	109516569	132275	0.1717987	+	15.65	N3
chr5	903276	903277	187080	-0.06580111	-	15.65	N3
chr8	86703539	86703540	235881	-0.1109724	+	15.65	N3
chr1	25487759	25487760	4724	-0.004701024	-	15.65	N3
chr7	44244479	44244480	220265	0.3170525	+	15.65	N3
chr11	26649970	26649971	36877	0.2564581	-	15.68	N3
chr1	208239216	208239217	19173	0.2041032	-	15.68	N3
chr14	105490751	105490752	71141	0.2021391	-	15.68	N3
chr5	68963069	68963070	192046	-0.1791322	-	15.68	N3
chr5	149834431	149834432	196981	-0.05861751	+	15.68	N3
chr11	47259690	47259691	38308	0.1294383	-	15.71	N3
chr8	28730902	28730903	232231	-0.2398129	-	15.71	N3
chr16	5056549	5056550	82764	-0.122814	+	15.71	N3
chr5	132386739	132386740	195211	-0.1111244	+	15.74	N3
chr19	30650192	30650193	117522	0.04287197	-	15.74	N3
chr5	65742717	65742718	191853	-0.02762638	+	15.74	N3
chr2	229801349	229801350	140183	0.1523918	+	15.74	N3
chr5	36696261	36696262	189363	-0.04260934	-	15.74	N3
chr9	74774076	74774077	244840	0.1671057	+	15.74	N3
chr6	80094222	80094223	206762	-0.03452183	-	15.77	N3
chr6	37705598	37705599	204095	0.05638222	+	15.77	N3
chr11	4539814	4539815	35255	-0.1394656	-	15.77	N3
chr10	95842111	95842112	29666	-0.08532507	-	15.8	N3
chr20	23245828	23245829	144316	0.03503759	-	15.8	N3
chr1	148255052	148255053	14042	-0.1341642	-	15.8	N3
chr12	7643043	7643044	47946	0.5553031	+	15.83	N3
chr3	120561418	120561419	169233	0.6117383	+	15.86	N3
chr3	35908577	35908578	163530	0.2352655	-	15.86	N3
chr11	61482706	61482707	39072	0.7532083	-	15.86	N3
chr2	188369557	188369558	137496	-0.1138183	-	15.86	N3
chr1	32316660	32316661	5820	-0.1504605	-	15.89	N3
chr10	71270488	71270489	27522	0.02866369	+	15.89	N3
chr7	149799998	149799999	227775	0.2137424	-	15.89	N3
chr11	84558280	84558281	42526	0.07623668	+	15.89	N3
chr9	112903322	112903323	247908	-0.05313758	-	15.92	N3
chr11	118595210	118595211	44722	-0.01447142	+	15.92	N3
chr14	35407109	35407110	64922	-0.1634793	-	15.92	N3
chr5	146427348	146427349	196703	0.004561107	-	15.92	N3
chr8	43073717	43073718	233308	0.0196802	-	15.95	N3
chr8	144316146	144316147	240535	0.027889	-	15.95	N3
chr2	226985521	226985522	140011	-0.1799789	-	15.95	N3
chr8	80230985	80230986	235527	-0.1716531	-	15.95	N3
chr14	71753248	71753249	67180	-0.2003248	-	15.98	N3
chr7	38345764	38345765	219766	0.3751256	-	15.98	N3
chr2	96869096	96869097	131178	-0.1618107	-	15.98	N3
chr10	101041383	101041384	30279	0.6064808	+	15.98	N3
chr7	93715422	93715423	223579	-0.08085612	+	15.98	N3
chr20	44911572	44911573	147761	-0.1301146	+	16.01	N3
chr4	173025260	173025261	185597	0.1457346	+	16.01	N3
chr20	29050196	29050197	146026	-0.05665337	-	16.01	N3
chr1	32886742	32886743	5905	0.1401027	-	16.01	N3
chr14	67837214	67837215	66807	-0.1783453	+	16.04	N3
chr6	119980072	119980073	208860	-0.1121496	+	16.04	N3
chr3	124928808	124928809	169641	-0.02809868	+	16.04	N3
chr1	223129478	223129479	20203	0.892459	-	16.04	N3
chr7	28297099	28297100	218919	-0.06146339	+	16.07	N3
chr2	7037917	7037918	124170	0.03360723	+	16.07	N3
chr12	38906789	38906790	49715	0.2713241	+	16.07	N3
chr19	13785114	13785115	114331	-0.2003248	+	16.07	N3
chr7	267231	267232	216312	0.6923524	-	16.07	N3
chr1	231725351	231725352	21249	0.01159269	+	16.07	N3
chr2	189633513	189633514	137561	-0.1531544	-	16.1	N3
chr13	45394171	45394172	59866	-0.003273271	-	16.1	N3
chr7	158647390	158647391	229080	0.03449891	-	16.1	N3
chr1	9196629	9196630	2048	0.167749163288624	-	16.1	N3
chr12	57243134	57243135	51573	0.4922415	-	16.1	N3
chr15	51888774	51888775	75252	0.05384771	+	16.1	N3
chr17	74657605	74657606	100245	-0.1109724	+	16.13	N3
chr14	20873805	20873806	63855	0.2272526	-	16.13	N3
chr18	3454880	3454881	103803	0.04556583	-	16.13	N3
chr1	210143662	210143663	19328	-0.1938197	+	16.13	N3
chr1	178753575	178753576	16898	-0.1298737	-	16.13	N3
chr9	38400830	38400831	243721	-0.09810559	-	16.16	N3
chr8	73747092	73747093	235253	0.0805992	-	16.16	N3
chr16	22318907	22318908	84379	0.8852374	+	16.19	N3
chr16	88194224	88194225	90506	-0.1433119	+	16.19	N3
chr10	96375506	96375507	29701	0.4057965	+	16.19	N3
chr12	51421456	51421457	50640	0.3784894	+	16.22	N3
chr16	80924704	80924705	89215	0.02158716	+	16.22	N3
chr2	17851939	17851940	125192	-0.1217888	-	16.22	N3
chr2	173449378	173449379	136677	0.2656058	-	16.22	N3
chr5	172293677	172293678	198634	0.1801245	-	16.22	N3
chr12	112198318	112198319	54992	-0.08977978	+	16.25	N3
chr2	134207784	134207785	134510	0.02074042	-	16.25	N3
chr6	127266559	127266560	209230	-0.1850024	-	16.25	N3
chr8	124562010	124562011	238045	0.5591934	+	16.25	N3
chr1	158204007	158204008	15326	-0.03815462	+	16.25	N3
chr4	88033499	88033500	181483	0.323796	+	16.25	N3
chr22	11285794	11285795	154471	0.106738	-	16.25	N3
chr2	105235816	105235817	131887	0.3228878	-	16.25	N3
chr12	54958253	54958254	51260	-0.192151	-	16.28	N3
chr12	34034106	34034107	49523	-0.02713494	+	16.28	N3
chr4	22389438	22389439	178237	0.08607913	-	16.28	N3
chr15	80977712	80977713	78388	-0.2213141	+	16.28	N3
chr20	54207818	54207819	148968	0.1026137	-	16.31	N3
chr12	98425011	98425012	53718	0.01159269	+	16.31	N3
chr7	151091561	151091562	228010	0.3097519	+	16.31	N3
chr10	119206878	119206879	31880	0.2223065	+	16.31	N3
chr5	170226029	170226030	198381	-0.1504605	+	16.31	N3
chr9	68999817	68999818	244489	-0.05926096	-	16.31	N3
chr11	5004632	5004633	35270	-0.02010336	-	16.31	N3
chr5	54906142	54906143	191176	-0.2213141	+	16.31	N3
chr6	44096895	44096896	204924	0.07555088	+	16.34	N3
chr1	45493311	45493312	7464	-0.192151	-	16.34	N3
chr1	42923118	42923119	7120	-0.1259904	+	16.34	N3
chr6	135909970	135909971	209741	0.08690105	-	16.37	N3
chr5	83430586	83430587	193006	-0.09667523	-	16.37	N3
chr12	79887110	79887111	52808	-0.2402154	+	16.4	N3
chr16	813838	813839	81607	-0.1891266	+	16.4	N3
chr12	95623771	95623772	53528	0.3336734	+	16.4	N3
chr10	86899878	86899879	29045	-0.1766766	-	16.4	N3
chr7	22726564	22726565	218438	0.5834103	-	16.43	N3
chr15	65385008	65385009	76325	0.5080157	+	16.43	N3
chrX	52921288	52921289	255920	0.1429776	+	16.46	N3
chr20	34523279	34523280	146566	-0.04681092	-	16.46	N3
chr15	90482564	90482565	79415	-0.1054925	-	16.46	N3
chr8	97170806	97170807	236471	-0.122814	-	16.46	N3
chr9	129721366	129721367	249940	0.2844318	+	16.46	N3
chr7	149807367	149807368	227784	-0.0991308	+	16.46	N3
chr19	39844123	39844124	118749	-0.1059839	-	16.49	N3
chr12	45130973	45130974	50010	-0.1294712	+	16.49	N3
chr15	42704582	42704583	74610	-0.1402875	+	16.49	N3
chr11	31107168	31107169	37069	0.2352655	+	16.49	N3
chr11	111446742	111446743	43921	0.2297856	-	16.52	N3
chr6	43496806	43496807	204795	-0.2306651	+	16.52	N3
chr17	60601326	60601327	98829	-0.02446589	-	16.52	N3
chr2	43609501	43609502	127448	0.6692919	-	16.52	N3
chr9	111597959	111597960	247803	-0.0209501	+	16.55	N3
chr19	4872783	4872784	112685	0.1409246	+	16.55	N3
chr4	41957845	41957846	179241	-0.1526629	+	16.55	N3
chr5	133460349	133460350	195351	0.3034501	-	16.58	N3
chr20	49537270	49537271	148417	0.8725299	-	16.58	N3
chr14	99266736	99266737	69577	-0.07128103	-	16.58	N3
chr9	128412596	128412597	249615	0.4904998	-	16.58	N3
chr12	94532996	94532997	53450	0.3016644	-	16.58	N3
chr12	127108790	127108791	56744	-0.0931171	+	16.61	N3
chr1	40862647	40862648	6878	-0.216368	+	16.61	N3
chr3	49802737	49802738	165149	-0.02809868	+	16.61	N3
chr8	37924727	37924728	232850	-0.1716531	-	16.61	N3
chr1	210311280	210311281	19345	0.222602	-	16.61	N3
chr15	39757070	39757071	74171	-0.07548262	-	16.61	N3
chr17	82775154	82775155	102331	0.06239592	-	16.61	N3
chr7	137592462	137592463	226764	-0.2428372	-	16.64	N3
chr4	4327802	4327803	176403	-0.08230071	+	16.64	N3
chr17	57747730	57747731	98539	0.02604187	-	16.64	N3
chr7	5174728	5174729	217417	-0.1746775	-	16.64	N3
chr10	16809522	16809523	23872	-0.08895786	-	16.64	N3
chr8	21915494	21915495	231478	0.5748198	+	16.64	N3
chr9	121060230	121060231	248560	0.04467185	-	16.64	N3
chr17	72727866	72727867	99916	0.2742621	+	16.67	N3
chr8	144233766	144233767	240487	0.4811911	-	16.67	N3
chr6	109783435	109783436	208284	-0.2508326	-	16.67	N3
chr19	56393262	56393263	121660	-0.1386189	+	16.67	N3
chr6	160750367	160750368	211506	-0.09977425	+	16.7	N3
chr12	12656114	12656115	48342	0.04859019	-	16.7	N3
chr13	79391489	79391490	61394	0.02653331	-	16.7	N3
chr9	133404078	133404079	250669	0.672185	-	16.7	N3
chr19	52139400	52139401	121042	-0.2499858	+	16.74	N3
chr10	80664270	80664271	28627	0.6207691	+	16.74	N3
chr2	191759106	191759107	137718	-0.07878492	+	16.74	N3
chr16	11356870	11356871	83332	0.1492504	-	16.74	N3
chr5	153974577	153974578	197398	0.4126288	+	16.77	N3
chr2	174697375	174697376	136775	0.3601427	+	16.77	N3
chr12	96062047	96062048	53579	-0.02361915	+	16.77	N3
chr11	8566792	8566793	35535	-0.09614146	-	16.77	N3
chr1	32109512	32109513	5791	-0.0456337	-	16.77	N3
chr2	85298958	85298959	130307	0.7712936	-	16.8	N3
chr2	219002644	219002645	139423	0.2754833	-	16.8	N3
chr16	89615752	89615753	90946	-0.0931171	+	16.8	N3
chr1	117754271	117754272	12303	0.2920999	-	16.8	N3
chr1	157490774	157490775	15249	0.225584	-	16.8	N3
chr10	100997857	100997858	30259	0.4526364	-	16.8	N3
chr7	141012274	141012275	227082	0.1522748	-	16.83	N3
chr22	38052494	38052495	157907	0.3993426	+	16.83	N3
chr1	155591994	155591995	14923	-0.09287619	-	16.83	N3
chr15	81266608	81266609	78421	0.7009007	-	16.83	N3
chr2	24382593	24382594	125752	0.5594624	-	16.83	N3
chr10	18215155	18215156	23965	-0.1294712	-	16.86	N3
chr4	17808652	17808653	178061	-0.2031707	-	16.86	N3
chr2	157492383	157492384	135628	0.1175967	+	16.86	N3
chr12	30851270	30851271	49312	0.1306727	+	16.86	N3
chr3	45665314	45665315	164494	-0.01083863	-	16.86	N3
chr4	94304565	94304566	181762	-0.1614802	+	16.86	N3
chr16	30005686	30005687	85236	0.1242539	-	16.86	N3
chr1	225319158	225319159	20380	0.1040864	+	16.89	N3
chr2	88874267	88874268	130643	0.1825801	+	16.89	N3
chr6	47097531	47097532	205184	-0.09365088	+	16.89	N3
chr10	5283686	5283687	22982	0.2313022	-	16.89	N3
chr20	38322161	38322162	147094	-0.01647057	-	16.89	N3
chr4	49032626	49032627	179578	0.05108077	+	16.92	N3
chr3	13655491	13655492	162146	0.2004704	+	16.92	N3
chr12	101670225	101670226	53912	0.6507482	+	16.92	N3
chr4	74623236	74623237	180681	-0.1566701	-	16.95	N3
chr12	89051270	89051271	53160	-0.002182325	+	16.95	N3
chr22	39529399	39529400	158256	-0.04011875	-	16.95	N3
chr11	62340378	62340379	39295	-0.1598115	+	16.95	N3
chr7	30800889	30800890	219143	0.04908162	+	16.95	N3
chr1	65209461	65209462	9180	-0.03663798	-	16.95	N3
chr1	247857678	247857679	22394	0.04008591	-	16.95	N3
chr10	102229937	102229938	30439	0.2606174	+	16.98	N3
chr5	36690520	36690521	189361	0.2307245	+	16.98	N3
chr19	34430939	34430940	117992	-0.03194496	-	16.98	N3
chr11	102347169	102347170	43444	-0.1463363	-	16.98	N3
chr16	1413830	1413831	81842	-0.06580111	-	17.01	N3
chr6	56955207	56955208	205746	-0.3004936	-	17.01	N3
chr5	56901025	56901026	191307	-0.09667523	+	17.01	N3
chr4	99949144	99949145	182016	0.3549582	-	17.04	N3
chr12	48286877	48286878	50263	-0.1951754	+	17.04	N3
chr11	86995504	86995505	42672	-0.09414231	+	17.07	N3
chr17	63866276	63866277	99129	0.1374088	+	17.07	N3
chr4	83074196	83074197	181197	-0.07212777	+	17.07	N3
chr8	22756231	22756232	231660	-0.1901519	-	17.07	N3
chr12	52905180	52905181	50945	-0.1496386	-	17.1	N3
chr10	86711264	86711265	29036	-0.09977425	+	17.1	N3
chr3	32144303	32144304	163315	0.1586014	-	17.1	N3
chr10	79562308	79562309	28498	0.175923	+	17.1	N3
chr10	37976788	37976789	25249	0.02385367	+	17.1	N3
chr5	38420833	38420834	189482	0.3458105	+	17.1	N3
chr10	102479130	102479131	30482	0.3986568	-	17.1	N3
chr22	17540669	17540670	154712	0.3714929	-	17.13	N3
chr2	100178232	100178233	131506	0.2664526	+	17.13	N3
chr1	84433984	84433985	10053	-0.1126411	-	17.13	N3
chr13	29472557	29472558	58783	0.1662117	-	17.13	N3
chr2	25991717	25991718	125923	-0.09417732	+	17.16	N3
chr11	124763330	124763331	45431	0.05989802	-	17.16	N3
chr2	37832779	37832780	126958	-0.2031707	-	17.19	N3
chr15	78113403	78113404	77994	0.09991988	+	17.19	N3
chr4	82202227	82202228	181131	-0.0456337	-	17.19	N3
chr8	27764020	27764021	232130	0.4288362	-	17.19	N3
chr20	23079197	23079198	144287	0.04389717	-	17.22	N3
chr4	78517252	78517253	180956	-0.1496386	-	17.22	N3
chr8	8247983	8247984	230399	-0.1598115	+	17.22	N3
chr5	154521110	154521111	197452	0.11675	+	17.25	N3
chr1	160951559	160951560	15592	0.400656	-	17.25	N3
chr9	137510067	137510068	252072	0.1820887	+	17.28	N3
chr4	177555165	177555166	185817	0.2814107	+	17.28	N3
chr7	71752283	71752284	222216	0.3751256	+	17.28	N3
chr7	151013008	151013009	227971	0.1815691	+	17.28	N3
chr11	75597832	75597833	41876	-0.219467	+	17.28	N3
chr7	33243502	33243503	219371	0.005052539	+	17.31	N3
chr10	69696314	69696315	27218	0.3458105	+	17.31	N3
chr6	46410531	46410532	205142	-0.0812755	-	17.31	N3
chr18	21489316	21489317	107076	0.5947182	+	17.31	N3
chr15	42385672	42385673	74587	0.09689552	-	17.34	N3
chr12	53543657	53543658	51070	-0.2336895	+	17.34	N3
chr15	74322764	74322765	77400	0.3619898	-	17.37	N3
chr4	54233470	54233471	179784	0.4648085	-	17.37	N3
chr4	120071386	120071387	182953	-0.05184335	+	17.37	N3
chr2	72579773	72579774	129545	-0.1846719	-	17.37	N3
chr11	59919197	59919198	38875	-0.1887073	-	17.37	N3
chr12	76927377	76927378	52687	-0.1121496	-	17.37	N3
chr4	105474121	105474122	182255	0.5423633	-	17.4	N3
chr7	16078257	16078258	218077	-0.1808008	+	17.4	N3
chr2	197113404	197113405	137948	-0.1217888	+	17.4	N3
chr4	70559423	70559424	180456	-0.1706279	-	17.43	N3
chr11	66389196	66389197	40212	0.5740593	-	17.43	N3
chr6	136968325	136968326	209818	0.1153943	+	17.43	N3
chr5	38667213	38667214	189502	-0.0574753	-	17.43	N3
chr11	36702802	36702803	37540	0.1321074	+	17.43	N3
chr7	74275466	74275467	222502	0.4864926	+	17.46	N3
chr7	35802051	35802052	219551	-0.0991308	-	17.46	N3
chr11	62378678	62378679	39301	0.2268062	-	17.46	N3
chr6	87139434	87139435	207091	0.03572338	+	17.46	N3
chr19	4267204	4267205	112522	0.2314192	+	17.46	N3
chr1	180920902	180920903	17064	-0.004298479	-	17.49	N3
chr8	39892194	39892195	233025	-0.2398129	+	17.49	N3
chr6	129621468	129621469	209342	-0.122966	+	17.49	N3
chr10	69644733	69644734	27201	0.4336902	+	17.49	N3
chr1	119948808	119948809	12464	0.2887976	+	17.52	N3
chr6	51350503	51350504	205374	-0.1590246	-	17.52	N3
chr1	231315982	231315983	21216	0.4321736	+	17.52	N3
chr17	27880203	27880204	94734	-0.04296464	-	17.55	N3
chr19	480356	480357	111224	0.5203487	-	17.55	N3
chr20	31313555	31313556	146125	0.2381114	+	17.55	N3
chr2	8693435	8693436	124336	0.2343266	+	17.55	N3
chr11	73237100	73237101	41543	0.639398	-	17.58	N3
chr3	17645277	17645278	162586	-0.1791322	+	17.58	N3
chr2	102355752	102355753	131742	0.008568329	-	17.58	N3
chr2	110157359	110157360	132354	-0.02177202	-	17.61	N3
chr16	713041	713042	81555	0.4817996	+	17.61	N3
chr16	28327083	28327084	84930	0.2766255	+	17.61	N3
chr1	90114724	90114725	10425	-0.08063205	+	17.61	N3
chr10	103485866	103485867	30613	-0.07412692	-	17.64	N3
chr19	44577127	44577128	119576	-0.1699844	+	17.64	N3
chr3	197187168	197187169	174939	-0.0574753	-	17.64	N3
chr8	30600922	30600923	232407	-0.1371885	-	17.64	N3
chr1	234114777	234114778	21429	0.03674859	+	17.64	N3
chr1	206979583	206979584	19036	-0.1918205	-	17.64	N3
chr2	100243120	100243121	131512	0.1606006	+	17.67	N3
chr4	102299824	102299825	182101	0.0939135	-	17.67	N3
chr12	42372377	42372378	49883	0.06573324	-	17.67	N3
chr4	155354126	155354127	184813	-0.06746977	-	17.67	N3
chr8	22054193	22054194	231499	-0.2111412	+	17.67	N3
chr10	61733538	61733539	26743	-0.1455143	-	17.7	N3
chr7	37201766	37201767	219679	0.6514905	-	17.7	N3
chr6	129575491	129575492	209339	0.1819717	-	17.73	N3
chr8	98085724	98085725	236560	0.06924903	-	17.73	N3
chr2	177332529	177332530	136979	0.8280252	-	17.73	N3
chr4	81052658	81052659	181063	0.03788347	-	17.73	N3
chr10	15428022	15428023	23799	-0.2019935	+	17.76	N3
chr3	14791503	14791504	162342	0.2056549	+	17.76	N3
chr5	112420451	112420452	194200	-0.1486134	-	17.76	N3
chr12	82527372	82527373	52921	0.01522548	+	17.76	N3
chr4	182806532	182806533	186063	-0.05926096	-	17.79	N3
chr20	45011271	45011272	147768	-0.1992996	+	17.79	N3
chr16	67185570	67185571	87831	0.1414584	-	17.79	N3
chr17	49496575	49496576	97815	0.6092097	+	17.79	N3
chr5	76403217	76403218	192547	0.1994452	+	17.79	N3
chr3	158791506	158791507	172549	0.0003945383	-	17.82	N3
chr2	86080081	86080082	130436	0.188095	-	17.82	N3
chr16	89667223	89667224	90958	-0.04015377	-	17.82	N3
chr1	90046158	90046159	10422	-0.1209669	+	17.82	N3
chr14	21107035	21107036	63898	0.3139254	-	17.85	N3
chr6	24274676	24274677	202294	-0.1201201	-	17.85	N3
chr12	1583664	1583665	47100	0.2509782	-	17.85	N3
chr3	118884857	118884858	169090	0.05740743	+	17.85	N3
chr20	36836864	36836865	146872	0.2324794	+	17.88	N3
chr20	46699955	46699956	148043	-0.1992996	-	17.88	N3
chr1	110312771	110312772	11586	0.4230258	-	17.88	N3
chr6	113306740	113306741	208520	-0.0006656854	+	17.88	N3
chr1	40153205	40153206	6795	-0.133139	+	17.88	N3
chr1	29034041	29034042	5274	-0.1116159	-	17.91	N3
chr10	92574525	92574526	29392	-0.08977978	-	17.91	N3
chr11	57131268	57131269	38640	-0.2499858	+	17.94	N3
chr2	85889165	85889166	130414	-0.1689592	-	17.94	N3
chr1	111399992	111399993	11695	-0.1286842	+	17.94	N3
chr7	44072487	44072488	220201	-0.09144844	+	17.94	N3
chr3	183884955	183884956	173755	0.4221791	-	17.94	N3
chr4	151117556	151117557	184492	-0.07775971	+	17.97	N3
chr5	171907916	171907917	198590	0.2875731	-	17.97	N3
chr1	186305163	186305164	17462	-0.1164873	+	18	N3
chr2	171703805	171703806	136496	-0.1866711	+	18	N3
chr2	235595617	235595618	140951	0.7488316	+	18	N3
chr12	57093439	57093440	51511	0.271565	-	18	N3
chr1	181479335	181479336	17128	-0.0694339	+	18.03	N3
chr5	149618898	149618899	196949	-0.1164873	-	18.03	N3
chr12	123618674	123618675	56278	0.06773239	-	18.03	N3
chr10	62245203	62245204	26782	-0.100191	-	18.03	N3
chr16	22099175	22099176	84343	-0.132317	-	18.03	N3
chr1	24527370	24527371	4557	-0.03361362	-	18.03	N3
chr4	88515833	88515834	181509	0.3344954	-	18.06	N3
chr17	7561143	7561144	92763	0.4584908	-	18.06	N3
chr19	9796356	9796357	113545	-0.03034836	-	18.06	N3
chr6	146543500	146543501	210369	-0.1791322	+	18.09	N3
chr8	116788549	116788550	237554	-0.14249	+	18.09	N3
chr8	105781942	105781943	237083	-0.04648043	+	18.09	N3
chr3	49539829	49539830	165087	0.2435913	+	18.12	N3
chr4	98467712	98467713	181917	0.1660805	+	18.12	N3
chr9	131755785	131755786	250349	0.782774	+	18.12	N3
chr10	3239800	3239801	22815	0.02873574	+	18.12	N3
chr19	12825708	12825709	114159	-0.1264818	+	18.12	N3
chr10	59830813	59830814	26638	0.1332496	-	18.15	N3
chr12	30807635	30807636	49302	-0.1728303	-	18.15	N3
chr4	41214742	41214743	179188	0.01326135	+	18.15	N3
chr6	18504173	18504174	201975	0.03503759	-	18.15	N3
chr11	83250185	83250186	42468	-0.1534848	-	18.19	N3
chr20	4221326	4221327	142865	-0.2141655	+	18.19	N3
chr7	122529061	122529062	225620	-0.154823	-	18.19	N3
chr17	32111546	32111547	95266	-0.1314703	-	18.22	N3
chr19	39342075	39342076	118695	-0.2213141	-	18.22	N3
chr12	26845251	26845252	49077	0.06288736	-	18.22	N3
chr4	99463069	99463070	181985	-0.04385862	-	18.22	N3
chr16	68510346	68510347	88102	0.1862479	-	18.22	N3
chr9	132411247	132411248	250465	-0.1402875	+	18.25	N3
chr5	32329548	32329549	189088	0.3926855	-	18.25	N3
chr17	78497276	78497277	101105	-0.2213141	+	18.25	N3
chr7	50120005	50120006	220845	-0.1728303	+	18.28	N3
chr9	37390897	37390898	243586	0.0317601	-	18.31	N3
chr2	198127843	198127844	138023	-0.1138183	-	18.31	N3
chr9	132575226	132575227	250493	-0.07548262	-	18.31	N3
chr21	38352811	38352812	152827	0.6040692	-	18.34	N3
chr5	170744660	170744661	198449	-0.03827162	+	18.34	N3
chr10	7525598	7525599	23205	0.2981063	+	18.34	N3
chr10	132453310	132453311	33634	0.1820887	-	18.37	N3
chr6	25788734	25788735	202430	0.2872899	+	18.37	N3
chr20	3753226	3753227	142785	0.4406778	+	18.37	N3
chr20	33653414	33653415	146453	0.08623114	-	18.37	N3
chr20	44683720	44683721	147726	0.9890532	-	18.37	N3
chr1	202600327	202600328	18401	0.08244633	-	18.37	N3
chr16	1055274	1055275	81682	0.3578041	-	18.4	N3
chrX	48945945	48945946	255628	0.1109396	-	18.4	N3
chr4	74675875	74675876	180683	-0.1429814	-	18.4	N3
chr12	109911061	109911062	54704	-0.1706279	+	18.4	N3
chr1	8918268	8918269	1993	-0.103823816743956	+	18.4	N3
chr16	27368310	27368311	84778	0.2313022	-	18.4	N3
chr16	56356589	56356590	86956	-0.01707901	-	18.43	N3
chr4	47686469	47686470	179481	0.716375	+	18.43	N3
chr11	67346028	67346029	40384	-0.2314871	+	18.43	N3
chr12	132415089	132415090	57454	0.6322494	+	18.46	N3
chr8	97788123	97788124	236518	-0.08547708	+	18.46	N3
chr7	156473670	156473671	228736	-0.1689592	-	18.46	N3
chr1	107750572	107750573	11283	0.1969546	-	18.49	N3
chr14	103808596	103808597	70438	0.2297856	+	18.49	N3
