motif_chr	motif_start	motif_end	motif_index	salt_tolerance	strand	xchip_signal	peak_group
chr6	4210804	4210805	200854	1.395615	-	15.41	N2
chr2	174749059	174749060	136784	2.526593	+	15.41	N2
chr11	78420506	78420507	42205	0.1688914	-	15.41	N2
chr10	70348642	70348643	27338	0.4588022	-	15.41	N2
chr8	9829615	9829616	230530	1.629882	-	15.41	N2
chrX	49915816	49915817	255739	1.116532	+	15.41	N2
chr6	99521007	99521008	207683	0.03490146	+	15.41	N2
chr20	19995461	19995462	144001	0.7652433	-	15.41	N2
chr11	125348938	125348939	45522	0.8963301	-	15.41	N2
chr20	43692150	43692151	147584	0.8292947	-	15.41	N2
chrX	137052570	137052571	260393	2.316066	-	15.44	N2
chr17	47664515	47664516	97519	0.9344476	+	15.44	N2
chr12	108457433	108457434	54478	-0.01402392	-	15.44	N2
chr22	28009509	28009510	156553	0.5921836	-	15.44	N2
chr17	17860394	17860395	93941	1.078421	-	15.44	N2
chr12	54702396	54702397	51241	0.1330272	+	15.47	N2
chr19	41785759	41785760	119105	2.018997	-	15.47	N2
chr3	152524737	152524738	172151	0.2555949	-	15.47	N2
chrX	103176562	103176563	258469	0.7396399	-	15.47	N2
chr3	179322893	179322894	173521	0.4906178	+	15.5	N2
chr10	96830726	96830727	29745	1.18901	-	15.5	N2
chr15	40857829	40857830	74349	4.048732	+	15.53	N2
chrX	70454554	70454555	256891	1.610423	+	15.53	N2
chr7	132049907	132049908	226330	0.9175419	-	15.53	N2
chr3	50572287	50572288	165343	1.114032	+	15.53	N2
chr1	201348286	201348287	18200	0.9562811	+	15.53	N2
chr16	87394617	87394618	90287	0.3685416	-	15.53	N2
chr11	102495595	102495596	43455	0.6126491	-	15.56	N2
chr14	58501413	58501414	66110	0.3006842	+	15.56	N2
chr22	49929704	49929705	160156	0.9011279	+	15.56	N2
chr12	107131965	107131966	54335	0.2484013	+	15.59	N2
chr8	109735439	109735440	237282	0.9559103	+	15.59	N2
chr1	45512772	45512773	7468	0.5091298	+	15.59	N2
chr1	32933598	32933599	5920	0.1564	+	15.62	N2
chr2	78979828	78979829	130009	0.7509038	-	15.62	N2
chr11	129696241	129696242	45948	2.066453	-	15.62	N2
chr3	52231697	52231698	165556	1.137997	+	15.62	N2
chr6	2761476	2761477	200655	0.3706577	-	15.65	N2
chr16	19502833	19502834	84114	1.23818	-	15.65	N2
chr6	12894073	12894074	201518	1.663565	-	15.65	N2
chr4	173288491	173288492	185621	0.7841604	+	15.65	N2
chr8	20185013	20185014	231314	2.460029	+	15.65	N2
chr20	48905217	48905218	148343	0.818464	-	15.65	N2
chr4	153750409	153750410	184697	1.39195	-	15.68	N2
chr3	9067544	9067545	161406	0.3719053	-	15.68	N2
chr15	83559558	83559559	78646	1.677523	-	15.68	N2
chr3	186617227	186617228	174123	1.527477	-	15.68	N2
chr11	61628322	61628323	39130	1.055958	-	15.68	N2
chr20	3115722	3115723	142703	1.012751	-	15.71	N2
chr11	6363257	6363258	35347	0.7021509	-	15.71	N2
chr7	99415719	99415720	223980	0.03634604	-	15.71	N2
chr3	160413832	160413833	172659	0.507403	-	15.74	N2
chr17	56819861	56819862	98414	1.870364	+	15.74	N2
chr17	2382757	2382758	91969	2.830024	+	15.74	N2
chr10	75395491	75395492	27973	0.9071475	-	15.74	N2
chr19	39551618	39551619	118733	0.4552583	+	15.74	N2
chr2	160994593	160994594	135892	1.192171	-	15.74	N2
chr4	51895992	51895993	179605	0.7069329	+	15.77	N2
chr10	124741469	124741470	32586	0.3997901	-	15.77	N2
chr2	238785180	238785181	141483	1.300066	-	15.77	N2
chr1	3453366	3453367	1025	-0.198005359644579	+	15.8	N2
chr15	69059259	69059260	76765	1.567067	+	15.8	N2
chr2	200481595	200481596	138136	0.5871952	-	15.8	N2
chr22	31345957	31345958	157008	0.9336581	+	15.83	N2
chr10	63866606	63866607	26905	2.023037	+	15.86	N2
chr12	117587867	117587868	55564	2.267902	-	15.86	N2
chr22	36978240	36978241	157638	2.076131	-	15.86	N2
chr8	7035933	7035934	230221	0.6507789	+	15.86	N2
chr5	83473727	83473728	193008	1.025019	-	15.89	N2
chr13	27362153	27362154	58584	1.312695	+	15.89	N2
chr2	70947033	70947034	129314	1.051609	-	15.89	N2
chr2	75609270	75609271	129899	2.061225	-	15.89	N2
chr4	113278506	113278507	182660	0.3897533	+	15.92	N2
chr19	33771743	33771744	117912	2.263715	-	15.92	N2
chr15	99756007	99756008	80146	0.4912587	-	15.92	N2
chr13	106536621	106536622	62680	1.391951	-	15.92	N2
chr2	172932092	172932093	136628	0.7795755	-	15.95	N2
chr15	91033316	91033317	79480	1.353862	-	15.95	N2
chr17	47978534	47978535	97589	0.2012309	+	15.95	N2
chrX	72018761	72018762	257017	0.5908279	+	15.95	N2
chr19	1946135	1946136	111840	0.9482385	+	15.98	N2
chrX	1454364	1454365	252752	1.310045	+	15.98	N2
chr7	116180397	116180398	225335	0.640562	+	15.98	N2
chr18	9575663	9575664	104279	0.470031	+	15.98	N2
chr22	39534957	39534958	158258	0.6199911	+	15.98	N2
chr17	75653151	75653152	100458	0.7672864	+	16.01	N2
chr12	12788977	12788978	48351	1.083989	+	16.01	N2
chr9	89603167	89603168	245856	0.5029922	+	16.01	N2
chr3	197029911	197029912	174933	0.5902502	-	16.01	N2
chr3	101573744	101573745	168238	1.122373	+	16.04	N2
chr3	53375194	53375195	165748	1.725947	+	16.04	N2
chr2	136423629	136423630	134674	1.009083	+	16.04	N2
chr1	10153130	10153131	2221	1.26023853897867	-	16.04	N2
chr15	40310210	40310211	74255	0.4133004	-	16.07	N2
chr3	16319519	16319520	162496	0.2673915	-	16.07	N2
chr6	46856146	46856147	205169	1.641017	-	16.07	N2
chr22	42780267	42780268	158776	0.8248356	+	16.07	N2
chr3	138479531	138479532	171184	0.2647839	+	16.07	N2
chr13	49976842	49976843	60199	1.672862	+	16.07	N2
chr3	51669451	51669452	165444	1.963018	-	16.1	N2
chr17	76299328	76299329	100626	0.7047453	-	16.1	N2
chr17	7822889	7822890	92807	1.157493	+	16.1	N2
chr3	42247674	42247675	164118	1.282831	+	16.1	N2
chr6	5004032	5004033	200922	-0.1746775	-	16.1	N2
chr16	88562099	88562100	90613	2.622663	-	16.1	N2
chr4	47934008	47934009	179501	0.2894071	-	16.13	N2
chr22	24952240	24952241	156148	0.6932914	+	16.13	N2
chr1	64686927	64686928	9139	0.9327218	+	16.13	N2
chr6	68572711	68572712	206147	1.251421	+	16.13	N2
chr14	75488972	75488973	67579	2.737691	-	16.13	N2
chr11	13873366	13873367	36040	0.3518899	+	16.16	N2
chr19	35143109	35143110	118092	0.8043728	+	16.16	N2
chr15	89177926	89177927	79213	1.534191	-	16.19	N2
chr8	14860344	14860345	231012	0.6990403	-	16.19	N2
chr12	52120200	52120201	50766	0.4704055	-	16.19	N2
chr7	20440908	20440909	218288	1.294497	-	16.22	N2
chr20	62616947	62616948	150189	-0.2904991	+	16.22	N2
chr21	25862715	25862716	151880	1.071763	-	16.22	N2
chr17	63889139	63889140	99138	0.1452432	+	16.22	N2
chr13	79541631	79541632	61403	0.2748266	-	16.22	N2
chr14	91418978	91418979	68653	1.714314	-	16.25	N2
chr12	92785279	92785280	53323	0.1364567	+	16.25	N2
chr12	51532094	51532095	50654	2.104092	-	16.25	N2
chr16	24504936	24504937	84560	1.687655	-	16.25	N2
chr1	150621702	150621703	14239	0.1885425	-	16.25	N2
chr4	168923883	168923884	185394	0.6290476	+	16.25	N2
chr11	107576682	107576683	43697	0.2545247	+	16.25	N2
chr11	108735154	108735155	43772	0.4124986	-	16.25	N2
chr17	43520765	43520766	96856	0.5153894	-	16.28	N2
chr14	99982637	99982638	69723	1.562326	+	16.28	N2
chr11	102390871	102390872	43449	3.614328	+	16.28	N2
chr16	79602338	79602339	89111	2.851562	-	16.28	N2
chr2	17719754	17719755	125183	0.8257306	+	16.31	N2
chr19	45187711	45187712	119718	0.9336988	-	16.31	N2
chr17	50842046	50842047	98095	0.8611798	-	16.31	N2
chr11	15650178	15650179	36169	2.167725	+	16.31	N2
chr19	34337009	34337010	117981	0.5630512	-	16.31	N2
chr20	38073643	38073644	147047	0.8237946	+	16.31	N2
chr17	47776780	47776781	97541	1.648423	+	16.31	N2
chrX	40651821	40651822	255070	1.911039	+	16.31	N2
chr5	50751236	50751237	190997	0.6118903	-	16.34	N2
chr19	52237969	52237970	121050	2.301553	-	16.34	N2
chr13	95404471	95404472	62004	2.172918	-	16.34	N2
chr1	149792605	149792606	14152	1.069692	-	16.37	N2
chr9	69035725	69035726	244493	1.630724	+	16.37	N2
chr7	82572414	82572415	223071	1.320081	-	16.4	N2
chr8	100144124	100144125	236677	0.2200601	+	16.4	N2
chr5	43730053	43730054	189824	-0.1591607	+	16.4	N2
chr3	44236136	44236137	164337	0.5871627	-	16.4	N2
chr11	119338475	119338476	44862	2.977452	-	16.43	N2
chr8	70534638	70534639	235038	0.6132619	-	16.43	N2
chr11	86818666	86818667	42650	0.9433571	-	16.46	N2
chr12	108194032	108194033	54446	1.9198	-	16.46	N2
chr20	9617240	9617241	143241	2.006176	+	16.46	N2
chr4	107913490	107913491	182363	0.5789731	-	16.46	N2
chr2	134245562	134245563	134516	0.667609	-	16.46	N2
chr2	17830716	17830717	125190	1.760129	-	16.46	N2
chr8	123766402	123766403	237974	0.8356213	+	16.49	N2
chr17	4413378	4413379	92275	2.126316	-	16.49	N2
chr12	131132589	131132590	57179	1.647661	-	16.49	N2
chr3	52220603	52220604	165552	2.322641	+	16.49	N2
chr17	55356914	55356915	98316	1.08871	-	16.52	N2
chr19	18594475	18594476	115345	0.6435864	+	16.52	N2
chr2	35410638	35410639	126801	1.167132	-	16.52	N2
chr17	81230678	81230679	101821	1.113185	-	16.52	N2
chr11	16785700	16785701	36228	4.357704	+	16.55	N2
chr1	35564821	35564822	6209	1.526744	-	16.55	N2
chr11	102288131	102288132	43437	1.35212	+	16.55	N2
chr15	89017756	89017757	79193	2.393526	-	16.58	N2
chr6	131923559	131923560	209488	2.171708	+	16.58	N2
chr13	36999411	36999412	59329	1.13788	-	16.58	N2
chr3	50274471	50274472	165252	1.534909	+	16.58	N2
chr3	50324745	50324746	165269	1.756496	-	16.58	N2
chr5	116576245	116576246	194472	1.076806	+	16.61	N2
chr11	116358234	116358235	44395	1.244894	+	16.61	N2
chr12	78146470	78146471	52738	0.5065847	+	16.61	N2
chr21	37700823	37700824	152782	1.316061	+	16.61	N2
chr16	25276820	25276821	84629	1.378049	+	16.61	N2
chr5	179907955	179907956	199801	-0.02419687	-	16.61	N2
chr3	172667012	172667013	173260	0.9198042	-	16.61	N2
chr1	78676550	78676551	9840	0.3998208	-	16.64	N2
chr10	94444497	94444498	29571	0.3108571	-	16.64	N2
chr12	12376816	12376817	48312	0.09641402	+	16.64	N2
chr14	102594772	102594773	70194	0.073987	+	16.64	N2
chr11	82775914	82775915	42438	1.765445	+	16.64	N2
chr15	79853691	79853692	78254	0.8622707	-	16.64	N2
chr5	18466282	18466283	188625	1.234568	+	16.64	N2
chr14	104640152	104640153	70672	0.7474012	-	16.67	N2
chr6	88465974	88465975	207160	1.130639	-	16.67	N2
chr12	39990704	39990705	49773	0.908533	-	16.67	N2
chr8	96333337	96333338	236419	1.593834	+	16.67	N2
chr8	24229532	24229533	231852	0.8197301	-	16.7	N2
chr19	6482101	6482102	113078	0.9628652	+	16.7	N2
chr20	3250242	3250243	142728	0.5014755	-	16.7	N2
chr3	47837867	47837868	164823	0.6757008	+	16.7	N2
chr21	25386081	25386082	151851	0.7637134	-	16.74	N2
chr7	155380306	155380307	228572	1.695723	+	16.74	N2
chr2	127068225	127068226	133714	2.484024	+	16.74	N2
chr8	38721563	38721564	232950	1.168264	-	16.74	N2
chr9	109818064	109818065	247693	1.102713	-	16.77	N2
chr12	6965255	6965256	47882	1.444451	-	16.77	N2
chr5	136212361	136212362	195728	0.9089216	-	16.77	N2
chr4	7804200	7804201	177049	1.845817	+	16.77	N2
chr14	22986750	22986751	64104	2.516401	+	16.77	N2
chr8	11746515	11746516	230796	1.278988	-	16.8	N2
chr5	151659114	151659115	197267	1.833306	+	16.8	N2
chr15	65385783	65385784	76326	2.300343	-	16.8	N2
chr2	41869903	41869904	127222	0.8514983	+	16.8	N2
chr12	90954032	90954033	53247	1.666579	+	16.8	N2
chr1	50704232	50704233	7976	0.1803337	-	16.8	N2
chr19	56066598	56066599	121591	2.033327	+	16.83	N2
chr12	122123380	122123381	56097	1.846418	-	16.83	N2
chr1	110781059	110781060	11650	3.858273	-	16.83	N2
chr18	22704513	22704514	107168	0.8173476	-	16.83	N2
chr21	44479814	44479815	153837	0.1425493	-	16.83	N2
chr11	8263986	8263987	35508	1.002887	-	16.86	N2
chr13	95191935	95191936	61987	1.307292	+	16.86	N2
chr7	102480136	102480137	224571	0.5931226	+	16.86	N2
chr12	78000235	78000236	52729	0.1181612	+	16.86	N2
chr4	127587151	127587152	183310	0.1793948	-	16.86	N2
chr1	19762382	19762383	3837	1.451246	+	16.86	N2
chr11	111931974	111931975	43959	0.7866477	+	16.86	N2
chr11	8328947	8328948	35516	1.670673	+	16.89	N2
chr2	88160084	88160085	130583	2.441468	-	16.89	N2
chr3	42781010	42781011	164209	1.088723	+	16.89	N2
chr20	3855252	3855253	142807	1.129925	-	16.89	N2
chr5	126539348	126539349	194885	0.5276434	-	16.89	N2
chr16	50214121	50214122	86377	1.978665	+	16.92	N2
chr15	44578655	44578656	74763	1.968328	+	16.92	N2
chr8	13727873	13727874	230987	0.6836839	+	16.92	N2
chr16	11407652	11407653	83347	2.046269	+	16.95	N2
chr2	176554649	176554650	136915	0.764497	-	16.95	N2
chr4	16026358	16026359	177912	0.7367236	+	16.95	N2
chr17	39261503	39261504	96129	0.7131898	-	16.95	N2
chr21	45478272	45478273	154116	2.827535	+	16.95	N2
chr3	196519343	196519344	174872	0.6055006	-	16.95	N2
chr2	84303100	84303101	130224	0.4367453	-	16.95	N2
chr6	16409865	16409866	201821	0.2678083	-	16.98	N2
chr18	12328087	12328088	104563	1.469015	+	16.98	N2
chr5	102224015	102224016	193745	0.521761	-	16.98	N2
chr3	57170330	57170331	166076	0.5381177	+	16.98	N2
chr7	34928152	34928153	219488	1.639094	-	17.01	N2
chr3	53299724	53299725	165740	0.9153521	+	17.01	N2
chr9	133041080	133041081	250559	0.6952555	+	17.01	N2
chr8	105908425	105908426	237095	1.740603	+	17.04	N2
chr3	45929238	45929239	164533	0.4078776	-	17.04	N2
chr8	103764484	103764485	236985	0.4218047	+	17.07	N2
chr15	60585977	60585978	75852	0.7193389	+	17.07	N2
chr4	173417205	173417206	185629	0.3150094	-	17.07	N2
chr15	84142991	84142992	78689	2.074256	+	17.07	N2
chr3	45761306	45761307	164505	0.2756003	+	17.1	N2
chr10	28179695	28179696	24557	0.8793259	-	17.1	N2
chr2	18520708	18520709	125247	1.234721	+	17.1	N2
chr1	218330231	218330232	19900	-0.1098302	+	17.1	N2
chr2	202104469	202104470	138301	1.059294	+	17.1	N2
chr9	36166693	36166694	243448	1.053113	-	17.1	N2
chr4	72505410	72505411	180556	0.7314311	+	17.1	N2
chr3	183382587	183382588	173714	0.383899	-	17.13	N2
chr14	100645914	100645915	69882	0.8123846	-	17.13	N2
chr1	28359843	28359844	5203	0.3413865	+	17.13	N2
chrX	52934881	52934882	255922	0.9172563	-	17.13	N2
chr4	24488870	24488871	178366	2.877196	+	17.16	N2
chr11	116691875	116691876	44441	1.823955	-	17.16	N2
chr8	22673160	22673161	231645	1.490655	+	17.19	N2
chr7	155805162	155805163	228646	0.9658895	+	17.19	N2
chr11	71977935	71977936	41337	0.6375377	+	17.19	N2
chr5	73451466	73451467	192341	0.3186773	-	17.19	N2
chr14	23954209	23954210	64262	1.174041	-	17.22	N2
chr21	20443761	20443762	151698	0.1221245	-	17.22	N2
chr15	73700436	73700437	77254	1.734047	-	17.22	N2
chrX	21985440	21985441	254101	1.463522	+	17.25	N2
chr16	25055804	25055805	84606	1.114466	+	17.25	N2
chr12	49763190	49763191	50468	0.9273404	+	17.28	N2
chr16	46554535	46554536	86005	0.5424363	+	17.28	N2
chr10	24196622	24196623	24292	2.636151	-	17.28	N2
chr1	147642174	147642175	13987	0.8574416	-	17.28	N2
chr14	55051531	55051532	65888	0.04730756	+	17.28	N2
chr6	797690	797691	200474	-0.03047226	+	17.31	N2
chr11	13335434	13335435	36003	2.259012	-	17.31	N2
chr15	40217377	40217378	74227	1.453882	+	17.31	N2
chr1	160291496	160291497	15509	2.168523	-	17.31	N2
chr18	22799217	22799218	107171	0.8367503	+	17.34	N2
chr1	110630942	110630943	11633	2.920972	+	17.34	N2
chr12	58346233	58346234	51718	1.265439	+	17.37	N2
chr11	72144192	72144193	41361	1.154504	-	17.37	N2
chr11	72238323	72238324	41378	1.321992	-	17.37	N2
chr1	117535179	117535180	12274	0.6909977	+	17.37	N2
chr17	41486971	41486972	96449	0.6304023	+	17.37	N2
chr1	156627595	156627596	15116	0.7103905	+	17.37	N2
chr19	6166162	6166163	113021	2.760883	+	17.4	N2
chr17	7177575	7177576	92661	0.6471461	-	17.4	N2
chr1	149962224	149962225	14169	0.4045139	+	17.4	N2
chr18	62131503	62131504	109738	0.8141263	-	17.43	N2
chr15	43285744	43285745	74657	1.543767	-	17.43	N2
chr12	49580700	49580701	50437	0.5845462	-	17.43	N2
chr15	73973112	73973113	77316	0.8962571	+	17.43	N2
chr1	22704629	22704630	4296	2.470408	+	17.43	N2
chr8	85297570	85297571	235782	0.5022975	+	17.46	N2
chr15	78751239	78751240	78093	3.009594	-	17.46	N2
chr17	72540510	72540511	99887	1.528816	-	17.46	N2
chr19	47963341	47963342	120295	0.5831423	+	17.46	N2
chr19	35352944	35352945	118128	1.127035	+	17.46	N2
chr1	178310828	178310829	16863	0.9565072	+	17.49	N2
chr17	55718328	55718329	98339	2.194024	-	17.49	N2
chr1	175373987	175373988	16659	0.3474352	+	17.49	N2
chr4	48578559	48578560	179546	0.8316009	+	17.49	N2
chr10	49164764	49164765	26112	0.8510068	-	17.52	N2
chr2	231800727	231800728	140421	1.086182	+	17.52	N2
chr17	50626308	50626309	98057	1.281537	-	17.52	N2
chr15	64731461	64731462	76221	1.734333	+	17.55	N2
chr11	43852236	43852237	37796	0.6485325	-	17.55	N2
chr2	38581737	38581738	127032	0.2633122	+	17.55	N2
chr22	50562897	50562898	160386	2.025715	-	17.55	N2
chr3	128226988	128226989	170206	1.811783	+	17.58	N2
chr13	112606573	112606574	63236	0.9134177	-	17.58	N2
chr1	203342657	203342658	18521	1.919504	+	17.58	N2
chr4	86653462	86653463	181384	0.6065608	+	17.61	N2
chr5	149141470	149141471	196886	1.192716	+	17.61	N2
chr19	19361233	19361234	115554	2.269749	-	17.61	N2
chr12	98532897	98532898	53726	0.4043179	-	17.61	N2
chr11	6443595	6443596	35358	1.751997	-	17.64	N2
chr12	10674336	10674337	48198	0.8282625	-	17.64	N2
chr1	31789475	31789476	5753	-0.2913459	+	17.64	N2
chr18	58135973	58135974	109470	3.427015	-	17.64	N2
chr8	86088747	86088748	235846	0.8642348	-	17.64	N2
chr1	18575766	18575767	3592	1.631454	-	17.64	N2
chr15	78811675	78811676	78127	0.5712601	-	17.67	N2
chr8	43280970	43280971	233339	1.3659	+	17.67	N2
chr12	49623645	49623646	50444	0.783552	-	17.67	N2
chr10	24643076	24643077	24324	0.06606373	+	17.67	N2
chr18	62584523	62584524	109781	0.7421754	-	17.67	N2
chr15	66774523	66774524	76497	0.2529873	-	17.7	N2
chr4	157992240	157992241	184925	0.02599794	+	17.7	N2
chr10	74081397	74081398	27867	0.5963079	-	17.73	N2
chr4	103046866	103046867	182146	0.2862207	+	17.73	N2
chr8	106270350	106270351	237121	0.08623114	-	17.73	N2
chr1	117895709	117895710	12317	1.141751	-	17.73	N2
chr16	27457298	27457299	84794	2.237188	-	17.76	N2
chr4	184168599	184168600	186196	1.40336	-	17.76	N2
chr5	57298387	57298388	191330	0.5688584	+	17.76	N2
chr19	3224576	3224577	112222	0.3853111	+	17.76	N2
chr4	60201262	60201263	180067	1.820033	-	17.79	N2
chr4	6974573	6974574	176850	2.88874	+	17.79	N2
chr20	4092042	4092043	142840	1.244033	-	17.79	N2
chr1	47263012	47263013	7667	0.8467332	-	17.79	N2
chr10	63166984	63166985	26872	0.4229406	+	17.79	N2
chr2	48589365	48589366	127948	0.2972404	-	17.82	N2
chr11	2428384	2428385	34898	0.8919676	+	17.82	N2
chr12	6779098	6779099	47827	1.200091	-	17.82	N2
chr19	51778044	51778045	121021	1.01774	-	17.82	N2
chr8	23084328	23084329	231721	2.253528	+	17.85	N2
chr1	84782657	84782658	10082	0.9743324	-	17.85	N2
chr4	169810522	169810523	185467	0.4353556	+	17.85	N2
chr15	65212253	65212254	76298	1.216907	+	17.85	N2
chr19	4523465	4523466	112593	1.464876	+	17.88	N2
chr1	23810955	23810956	4457	1.308804	+	17.88	N2
chr6	1381992	1381993	200526	1.040291	-	17.88	N2
chr8	61139208	61139209	234488	0.715496	+	17.88	N2
chr10	84148198	84148199	28789	0.6349301	+	17.88	N2
chr11	61776661	61776662	39190	0.7076748	-	17.91	N2
chr11	112219917	112219918	43995	0.6923624	+	17.91	N2
chr17	81023980	81023981	101730	1.735345	+	17.94	N2
chr22	35430992	35430993	157415	1.7894	+	17.94	N2
chr7	33757762	33757763	219396	0.8464536	+	17.94	N2
chr17	50551005	50551006	98028	0.75382	+	17.94	N2
chr11	71580259	71580260	41287	1.239119	+	17.94	N2
chr17	35089465	35089466	95583	0.4776753	-	17.97	N2
chr9	35882428	35882429	243417	1.838131	-	17.97	N2
chr2	223993812	223993813	139863	1.251868	+	18	N2
chr1	117759028	117759029	12305	3.656123	-	18	N2
chr1	62082924	62082925	8956	1.296176	+	18	N2
chr10	19788287	19788288	24040	0.6479489	-	18	N2
chr3	38480031	38480032	163762	1.122494	-	18.03	N2
chr15	90934454	90934455	79470	1.419222	-	18.03	N2
chr12	107676431	107676432	54394	1.281627	+	18.03	N2
chr1	1033105	1033106	200	1.01559552683887	+	18.03	N2
chr9	97615683	97615684	246825	1.30078	-	18.03	N2
chr5	96336581	96336582	193509	0.1480292	-	18.03	N2
chr2	201364132	201364133	138233	1.431299	-	18.06	N2
chr1	18820950	18820951	3638	3.082311	-	18.06	N2
chr12	47071462	47071463	50129	0.6339174	-	18.06	N2
chr17	6914024	6914025	92624	0.3427422	+	18.09	N2
chr1	58769442	58769443	8740	1.157658	-	18.09	N2
chr8	106591967	106591968	237133	0.7730046	-	18.09	N2
chr9	127942952	127942953	249498	1.181515	-	18.12	N2
chr15	74438897	74438898	77438	1.168608	-	18.12	N2
chr10	69639414	69639415	27199	1.766105	-	18.12	N2
chr7	139505789	139505790	226915	0.147713	+	18.12	N2
chr18	23516122	23516123	107233	1.56187	+	18.12	N2
chr11	57278010	57278011	38654	1.241695	-	18.15	N2
chr1	36576248	36576249	6349	1.987128	+	18.15	N2
chr1	31633314	31633315	5704	1.001459	-	18.15	N2
chr5	94738065	94738066	193427	0.7638155	-	18.15	N2
chr1	113678077	113678078	11929	0.2535868	-	18.19	N2
chr2	29923310	29923311	126406	2.641279	+	18.19	N2
chr2	178914450	178914451	137086	1.588307	-	18.19	N2
chr11	12964244	12964245	35971	1.962356	+	18.22	N2
chr2	219352628	219352629	139498	1.844793	-	18.22	N2
chr6	47631484	47631485	205217	0.165634	+	18.22	N2
chr4	83640085	83640086	181238	1.899688	-	18.22	N2
chr4	139657199	139657200	183849	0.6754883	-	18.22	N2
chr13	100515020	100515021	62394	0.8600914	-	18.25	N2
chr11	32809412	32809413	37196	-0.03349662	+	18.25	N2
chr15	78709580	78709581	78078	2.495742	-	18.25	N2
chr17	64848005	64848006	99271	1.675857	+	18.28	N2
chr6	90179408	90179409	207310	0.06515553	-	18.31	N2
chr19	11797596	11797597	114009	1.926088	+	18.31	N2
chr20	57594479	57594480	149314	1.453599	-	18.31	N2
chr21	41816746	41816747	153203	1.126632	+	18.34	N2
chr11	102666539	102666540	43465	0.4340938	-	18.34	N2
chr12	84874743	84874744	53010	0.06299544	+	18.34	N2
chr4	24419615	24419616	178355	1.401035	-	18.37	N2
chr6	118581015	118581016	208791	0.6692337	-	18.37	N2
chr1	119613946	119613947	12425	1.71902	+	18.37	N2
chr14	68825033	68825034	66883	1.836736	-	18.37	N2
chr2	36664303	36664304	126874	0.03898175	-	18.37	N2
chr4	93791785	93791786	181735	0.7038196	+	18.37	N2
chr3	119821173	119821174	169177	0.6464164	+	18.4	N2
chr10	102399686	102399687	30465	1.228317	-	18.4	N2
chr19	6280274	6280275	113044	0.2674646	+	18.4	N2
chr12	75334495	75334496	52592	0.7186224	+	18.4	N2
chr1	22105822	22105823	4184	2.248728	+	18.4	N2
chr7	47945398	47945399	220713	0.4165339	+	18.4	N2
chr10	91251644	91251645	29300	0.5717515	-	18.43	N2
chr10	6109110	6109111	23082	0.1791093	+	18.43	N2
chr17	73311162	73311163	99983	0.7748824	+	18.43	N2
chr8	103373389	103373390	236965	1.668778	-	18.46	N2
chr16	27690826	27690827	84825	0.4064912	+	18.46	N2
chr11	82867675	82867676	42445	0.2390953	+	18.46	N2
chr5	137779167	137779168	195849	0.5117216	+	18.49	N2
chr2	119641753	119641754	133117	1.641093	+	18.49	N2
chr8	134685766	134685767	238876	0.7687591	-	18.49	N2
chr22	39170966	39170967	158151	2.531331	+	18.49	N2
chr2	70617781	70617782	129265	2.291627	-	18.52	N2
chrX	153032825	153032826	261296	0.6410227	+	18.52	N2
chr8	17699735	17699736	231140	2.464484	-	18.52	N2
chr4	54217984	54217985	179781	1.327085	-	18.52	N2
chr6	41039501	41039502	204408	0.4689328	-	18.52	N2
chr17	44203842	44203843	97017	1.457115	+	18.55	N2
chr2	201177548	201177549	138202	0.7693394	-	18.55	N2
chr6	10954713	10954714	201371	1.629251	+	18.55	N2
chr21	32258532	32258533	152231	0.09337973	-	18.55	N2
chr2	60642489	60642490	128536	1.080582	-	18.58	N2
chr7	121081515	121081516	225551	0.08585672	-	18.58	N2
chr11	119666565	119666566	44926	0.7160006	+	18.58	N2
chr21	31786064	31786065	152189	2.235179	+	18.61	N2
chr19	46280943	46280944	119960	0.9824324	+	18.61	N2
chr10	30534718	30534719	24754	3.294091	-	18.64	N2
chr20	44388697	44388698	147690	0.8330137	+	18.64	N2
chr11	75144626	75144627	41778	1.530054	+	18.64	N2
chr15	57340845	57340846	75588	0.3739045	+	18.64	N2
chr4	125313619	125313620	183222	0.5053625	+	18.64	N2
chr2	147911136	147911137	135101	0.192798	-	18.64	N2
chr16	48117643	48117644	86132	1.985407	-	18.67	N2
chr7	118153748	118153749	225458	0.8382696	-	18.67	N2
chr16	58020850	58020851	87263	1.57261	+	18.67	N2
chr11	58675741	58675742	38790	2.61653	-	18.67	N2
chr17	38924129	38924130	96073	1.167173	+	18.7	N2
chr20	57089804	57089805	149184	0.84843	+	18.7	N2
chr12	52122026	52122027	50767	1.841651	-	18.7	N2
chr17	47616014	47616015	97514	0.1329409	-	18.73	N2
chr12	118055270	118055271	55598	1.323271	-	18.73	N2
chr12	92570550	92570551	53312	0.3889314	-	18.73	N2
chr1	83905501	83905502	10029	0.4839257	+	18.73	N2
chr19	43652483	43652484	119500	0.6939861	-	18.73	N2
chr12	127381261	127381262	56773	0.8433245	-	18.73	N2
chr2	27017044	27017045	126077	0.2963937	-	18.76	N2
chr2	224357554	224357555	139887	0.6550562	+	18.76	N2
chr11	86291983	86291984	42599	0.6445385	-	18.79	N2
chr17	75848617	75848618	100521	1.304728	-	18.79	N2
chr7	97104828	97104829	223747	0.3072964	+	18.79	N2
chr5	157149049	157149050	197596	1.359258	+	18.79	N2
chr16	88816186	88816187	90715	0.4017543	+	18.82	N2
