motif_chr	motif_start	motif_end	motif_index	salt_tolerance	strand	xchip_signal	peak_group
chr5	151771576	151771577	197283	-0.2499858	-	14.77	XChIP
chr6	3933280	3933281	200827	-0.2133436	-	14.77	XChIP
chr15	90693863	90693864	79435	-0.1824695	-	14.8	XChIP
chr2	39513834	39513835	127101	-0.2235166	+	14.8	XChIP
chr1	187383561	187383562	17511	-0.3106665	+	14.8	XChIP
chr7	43954715	43954716	220174	-0.2803262	-	14.8	XChIP
chr4	70601620	70601621	180457	-0.3106665	+	14.8	XChIP
chr9	92957368	92957369	246235	-0.2265409	+	14.83	XChIP
chr7	16801268	16801269	218118	-0.2742028	+	14.83	XChIP
chr2	152190083	152190084	135392	-0.3004936	+	14.83	XChIP
chr4	129344166	129344167	183426	-0.1706279	+	14.86	XChIP
chr8	30547404	30547405	232400	-0.2003248	+	14.86	XChIP
chr11	5684769	5684770	35309	-0.3015188	+	14.86	XChIP
chr6	133184998	133184999	209568	-0.3004936	+	14.86	XChIP
chr8	109720427	109720428	237280	-0.2701532	-	14.86	XChIP
chr20	25470212	25470213	144641	-0.2803262	+	14.89	XChIP
chr11	46118042	46118043	38152	-0.3106665	-	14.89	XChIP
chr4	108834989	108834990	182423	-0.2610055	+	14.89	XChIP
chr1	46340746	46340747	7546	-0.197855	+	14.89	XChIP
chr12	1791304	1791305	47119	-0.1526629	-	14.89	XChIP
chr10	73219013	73219014	27769	-0.2701532	-	14.89	XChIP
chr5	176619460	176619461	199171	-0.3106665	-	14.92	XChIP
chr10	6667872	6667873	23148	-0.2151908	-	14.92	XChIP
chr1	192477803	192477804	17684	-0.3106665	+	14.92	XChIP
chr2	24791225	24791226	125771	-0.3035179	-	14.92	XChIP
chr1	1250371	1250372	280	-0.300493586343218	-	14.92	XChIP
chr6	409024	409025	200435	-0.3015188	-	14.95	XChIP
chr11	120300159	120300160	45052	-0.2803262	-	14.95	XChIP
chr8	51850691	51850692	233805	-0.2331557	+	14.95	XChIP
chr8	90245109	90245110	236024	-0.3035179	-	14.95	XChIP
chr5	72819136	72819137	192285	-0.2617385	-	14.95	XChIP
chr2	195938460	195938461	137877	-0.3106665	-	14.95	XChIP
chr21	38505867	38505868	152848	-0.3015188	+	14.95	XChIP
chr12	32312252	32312253	49442	-0.3106665	-	14.98	XChIP
chr6	24695743	24695744	202337	-0.2841973	-	14.98	XChIP
chr1	35545217	35545218	6205	-0.2728471	-	14.98	XChIP
chr12	43501869	43501870	49942	-0.3106665	+	14.98	XChIP
chr2	63544216	63544217	128710	-0.3004936	-	14.98	XChIP
chr11	75328880	75328881	41807	-0.3015188	+	15.01	XChIP
chr9	124754515	124754516	248993	-0.3106665	-	15.01	XChIP
chr6	123393524	123393525	209015	-0.3106665	+	15.01	XChIP
chr6	130843749	130843750	209413	-0.293345	-	15.04	XChIP
chr10	74213763	74213764	27876	-0.3035179	-	15.04	XChIP
chrX	15568457	15568458	253666	-0.3106665	+	15.04	XChIP
chr9	125256175	125256176	249052	-0.3106665	+	15.04	XChIP
chr5	148733767	148733768	196841	-0.2618274	+	15.07	XChIP
chr6	159720813	159720814	211406	-0.2353582	+	15.07	XChIP
chr17	64497485	64497486	99236	-0.3035179	+	15.07	XChIP
chr11	65593972	65593973	40011	-0.1728303	-	15.07	XChIP
chr11	83241534	83241535	42466	-0.2516545	+	15.07	XChIP
chr4	155809966	155809967	184835	-0.2121664	+	15.1	XChIP
chr5	75681447	75681448	192500	-0.3015188	-	15.1	XChIP
chr18	36017865	36017866	107924	-0.2599803	+	15.1	XChIP
chr12	56157936	56157937	51362	-0.3106665	+	15.1	XChIP
chr19	41440061	41440062	119053	-0.2921678	-	15.1	XChIP
chr16	29094955	29094956	85060	-0.3015188	+	15.1	XChIP
chr5	112210603	112210604	194188	-0.3035179	+	15.1	XChIP
chr12	56590429	56590430	51434	-0.2711784	-	15.13	XChIP
chr17	75764730	75764731	100496	-0.3004936	+	15.16	XChIP
chr11	107689797	107689798	43705	-0.2628526	-	15.16	XChIP
chr7	154640673	154640674	228447	-0.2538569	+	15.16	XChIP
chr13	49669896	49669897	60182	-0.2618274	+	15.16	XChIP
chr19	51407955	51407956	120983	-0.1746775	-	15.19	XChIP
chr8	104442508	104442509	237025	-0.1044673	-	15.19	XChIP
chr5	40756041	40756042	189631	-0.2528317	-	15.22	XChIP
chr2	166361434	166361435	136135	-0.3004936	+	15.22	XChIP
chr6	68468723	68468724	206143	-0.2731776	-	15.22	XChIP
chr12	6944708	6944709	47870	-0.2819948	+	15.22	XChIP
chr4	153433203	153433204	184670	-0.2904991	+	15.22	XChIP
chr11	123707796	123707797	45371	-0.2628526	-	15.25	XChIP
chr4	74311899	74311900	180667	-0.3004936	-	15.25	XChIP
chr5	10364488	10364489	188097	-0.3106665	-	15.25	XChIP
chr4	138938500	138938501	183791	-0.2728471	-	15.25	XChIP
chr6	12075374	12075375	201463	-0.3035179	-	15.25	XChIP
chr4	153649663	153649664	184689	-0.2921678	-	15.29	XChIP
chr1	77148390	77148391	9747	-0.2913459	+	15.29	XChIP
chr9	112086885	112086886	247840	-0.3035179	+	15.32	XChIP
chr6	79466428	79466429	206729	-0.2290315	-	15.32	XChIP
chr17	41959856	41959857	96557	-0.3106665	-	15.32	XChIP
chr8	129891820	129891821	238453	-0.3106665	-	15.32	XChIP
chr2	200703345	200703346	138163	-0.3106665	-	15.32	XChIP
chr5	139513728	139513729	196041	-0.219467	-	15.35	XChIP
chr16	81214970	81214971	89249	-0.2904991	-	15.35	XChIP
chr1	87084447	87084448	10241	-0.293345	-	15.35	XChIP
chr10	63217275	63217276	26875	-0.2467083	+	15.38	XChIP
chr21	15592474	15592475	151489	-0.2610055	-	15.38	XChIP
chr11	72589944	72589945	41431	0.001419745	+	15.38	XChIP
chr20	45323124	45323125	147812	-0.3106665	+	15.38	XChIP
chr1	113042814	113042815	11889	-0.2235166	-	15.38	XChIP
chr20	62873839	62873840	150278	-0.2121664	+	15.38	XChIP
chr1	234487139	234487140	21468	-0.3004936	+	15.38	XChIP
chr11	6439172	6439173	35357	-0.07878492	+	15.38	XChIP
chr2	70655396	70655397	129270	-0.2943702	+	15.38	XChIP
chr4	26410892	26410893	178539	-0.28302	-	15.41	XChIP
chr16	3458066	3458067	82425	-0.2255157	-	15.41	XChIP
chr4	21768572	21768573	178203	-0.228701	-	15.41	XChIP
chr13	99617566	99617567	62334	-0.2009682	+	15.41	XChIP
chr12	53989311	53989312	51124	-0.3004936	-	15.41	XChIP
chr10	58385260	58385261	26541	-0.3004936	-	15.41	XChIP
chr6	80133131	80133132	206766	-0.3106665	+	15.41	XChIP
chr7	100827983	100827984	224276	-0.2841973	-	15.41	XChIP
chr1	151693252	151693253	14372	-0.3106665	+	15.41	XChIP
chr11	65225785	65225786	39932	-0.3106665	+	15.41	XChIP
chr16	50210717	50210718	86376	-0.2803262	-	15.44	XChIP
chr1	90964641	90964642	10476	-0.2943702	-	15.44	XChIP
chr16	20691842	20691843	84228	-0.3106665	-	15.44	XChIP
chr3	183184786	183184787	173703	-0.2913459	+	15.44	XChIP
chr6	167142359	167142360	212062	-0.3004936	-	15.44	XChIP
chr7	13117331	13117332	217961	-0.3106665	-	15.47	XChIP
chr1	220281232	220281233	20007	-0.2770487	+	15.47	XChIP
chr8	91236633	91236634	236077	-0.3015188	+	15.47	XChIP
chr6	127121580	127121581	209226	-0.2031707	-	15.47	XChIP
chr11	27296594	27296595	36907	-0.2813514	-	15.5	XChIP
chr9	136766603	136766604	251779	-0.3106665	+	15.5	XChIP
chr3	178385533	178385534	173462	-0.2577032	-	15.53	XChIP
chr2	157055816	157055817	135609	-0.3106665	-	15.53	XChIP
chr6	108492335	108492336	208170	-0.3106665	-	15.53	XChIP
chr2	177263657	177263658	136967	-0.2336895	+	15.53	XChIP
chr12	101414723	101414724	53899	-0.1938197	+	15.53	XChIP
chr4	102620812	102620813	182118	-0.3106665	+	15.53	XChIP
chr7	85031001	85031002	223171	-0.1358328	+	15.56	XChIP
chr16	53207936	53207937	86657	-0.2921678	-	15.56	XChIP
chr3	184242048	184242049	173811	-0.1992996	-	15.56	XChIP
chr5	78162465	78162466	192686	-0.1209669	-	15.59	XChIP
chr19	3129293	3129294	112170	-0.2913459	+	15.59	XChIP
chr7	105760414	105760415	224812	-0.2711784	+	15.59	XChIP
chr5	4862747	4862748	187630	-0.1443371	-	15.62	XChIP
chr9	37309219	37309220	243575	-0.3035179	-	15.62	XChIP
chr5	176658198	176658199	199181	0.09159407	+	15.62	XChIP
chr6	122869621	122869622	208996	-0.2599803	+	15.62	XChIP
chr11	62593724	62593725	39343	-0.2129883	+	15.65	XChIP
chr20	12925352	12925353	143444	-0.3035179	+	15.65	XChIP
chr1	119367696	119367697	12402	-0.2428372	-	15.65	XChIP
chr13	75258364	75258365	61197	-0.3106665	-	15.65	XChIP
chr1	110455383	110455384	11600	-0.3106665	-	15.65	XChIP
chr17	50117379	50117380	97936	-0.1716531	+	15.65	XChIP
chr16	87316982	87316983	90269	-0.2414815	+	15.68	XChIP
chr6	158518732	158518733	211263	-0.3035179	-	15.68	XChIP
chr7	27745271	27745272	218874	-0.2799068	+	15.68	XChIP
chr5	95892967	95892968	193490	-0.2610055	+	15.68	XChIP
chr11	124876416	124876417	45455	-0.2296399	-	15.68	XChIP
chr16	2251680	2251681	82117	-0.2819948	-	15.71	XChIP
chr2	39379859	39379860	127092	-0.2676977	+	15.71	XChIP
chr4	22410834	22410835	178239	-0.234333	+	15.71	XChIP
chr8	109451111	109451112	237265	-0.3106665	+	15.74	XChIP
chr2	45578636	45578637	127590	-0.2670542	-	15.74	XChIP
chr19	50147596	50147597	120728	-0.2904991	+	15.74	XChIP
chr6	116115996	116115997	208653	-0.2445059	+	15.74	XChIP
chr10	34994854	34994855	25064	-0.2255157	+	15.74	XChIP
chr7	92691712	92691713	223527	-0.1854939	+	15.74	XChIP
chr2	181743020	181743021	137219	-0.3004936	+	15.77	XChIP
chr7	131007640	131007641	226227	-0.2711784	-	15.77	XChIP
chr9	135475112	135475113	251300	-0.2701532	-	15.77	XChIP
chr3	11652123	11652124	161800	-0.224008	-	15.8	XChIP
chr1	109649842	109649843	11467	-0.3015188	-	15.8	XChIP
chr7	123635749	123635750	225663	-0.3035179	+	15.8	XChIP
chr12	71415826	71415827	52448	-0.1956668	+	15.83	XChIP
chr5	150350702	150350703	197075	-0.2239191	-	15.86	XChIP
chr8	73665657	73665658	235248	-0.2129883	-	15.86	XChIP
chr2	199861358	199861359	138100	-0.2628526	-	15.86	XChIP
chr10	21953792	21953793	24143	-0.3106665	-	15.86	XChIP
chr12	47397869	47397870	50150	-0.2819948	-	15.89	XChIP
chr11	34891035	34891036	37386	-0.2748463	-	15.89	XChIP
chr5	149962254	149962255	196994	-0.3106665	-	15.89	XChIP
chr11	64878612	64878613	39845	-0.2904991	-	15.89	XChIP
chr11	113731104	113731105	44143	-0.3015188	-	15.92	XChIP
chr4	48141192	48141193	179517	-0.2872216	-	15.92	XChIP
chr12	116236348	116236349	55417	-0.3106665	-	15.92	XChIP
chr11	64649598	64649599	39763	-0.06346254	-	15.92	XChIP
chr19	13597826	13597827	114309	-0.2508326	+	15.95	XChIP
chr7	151028799	151028800	227979	-0.2748463	+	15.95	XChIP
chr1	148345810	148345811	14053	-0.3035179	+	15.95	XChIP
chr14	22822974	22822975	64062	-0.1587863	+	15.95	XChIP
chr7	123798016	123798017	225674	-0.2433287	+	15.98	XChIP
chr12	93742450	93742451	53379	-0.3015188	-	15.98	XChIP
chr4	152454604	152454605	184598	-0.3015188	+	15.98	XChIP
chr14	67704659	67704660	66797	-0.3035179	-	15.98	XChIP
chr4	10582262	10582263	177584	-0.2538569	+	15.98	XChIP
chr19	4246867	4246868	112517	-0.3015188	+	16.01	XChIP
chr2	203815481	203815482	138388	-0.2508326	-	16.01	XChIP
chr16	29721789	29721790	85162	-0.2508326	-	16.01	XChIP
chr7	158885823	158885824	229113	-0.3004936	+	16.01	XChIP
chr1	165073595	165073596	15940	-0.1201201	-	16.04	XChIP
chr10	72875451	72875452	27749	-0.2610055	-	16.04	XChIP
chr6	119148722	119148723	208829	-0.2841973	+	16.04	XChIP
chr4	78612593	78612594	180966	-0.2235166	+	16.04	XChIP
chr17	47500796	47500797	97508	-0.2314871	+	16.07	XChIP
chr6	100720078	100720079	207757	-0.1639707	-	16.07	XChIP
chr2	70789777	70789778	129291	-0.2913459	+	16.07	XChIP
chr6	3511609	3511610	200771	-0.3004936	-	16.07	XChIP
chr20	59949295	59949296	149648	-0.2168594	+	16.07	XChIP
chr12	62581967	62581968	51885	-0.3004936	+	16.07	XChIP
chr5	164475539	164475540	198023	-0.3106665	-	16.1	XChIP
chr15	63288975	63288976	76083	-0.2890545	+	16.1	XChIP
chr6	2765485	2765486	200657	-0.2640299	-	16.1	XChIP
chr11	33835635	33835636	37277	-0.2913459	+	16.1	XChIP
chr17	74296777	74296778	100172	-0.2213141	-	16.1	XChIP
chr5	139575241	139575242	196049	-0.2913459	+	16.1	XChIP
chr8	85973563	85973564	235838	-0.2508326	-	16.13	XChIP
chr6	37860429	37860430	204115	-0.2597394	-	16.13	XChIP
chr21	14259875	14259876	151439	-0.06497918	+	16.13	XChIP
chr15	34708525	34708526	73908	-0.2528317	+	16.13	XChIP
chr5	126601358	126601359	194894	-0.2963694	-	16.13	XChIP
chr1	166730818	166730819	16080	-0.2398129	-	16.16	XChIP
chr2	177147316	177147317	136954	-0.3106665	-	16.16	XChIP
chr13	99266061	99266062	62297	-0.2711784	-	16.19	XChIP
chr4	65008044	65008045	180224	-0.3035179	+	16.19	XChIP
chr1	92623388	92623389	10594	-0.3015188	-	16.19	XChIP
chr12	85448758	85448759	53035	-0.3004936	-	16.22	XChIP
chr4	109826917	109826918	182475	-0.2634961	-	16.22	XChIP
chr6	72085158	72085159	206323	-0.1944896	-	16.22	XChIP
chr17	48263194	48263195	97640	-0.3106665	+	16.22	XChIP
chr4	118981966	118981967	182903	-0.2803262	+	16.22	XChIP
chr6	159863447	159863448	211423	-0.2648518	+	16.25	XChIP
chr10	14889493	14889494	23739	-0.2546788	+	16.25	XChIP
chr7	141015071	141015072	227083	-0.2314871	-	16.25	XChIP
chr1	93062387	93062388	10632	-0.2943702	-	16.25	XChIP
chr17	32139067	32139068	95271	-0.1358328	-	16.25	XChIP
chr2	8761757	8761758	124340	-0.3106665	-	16.25	XChIP
chr17	49779882	49779883	97858	-0.2963694	-	16.25	XChIP
chr2	46601559	46601560	127723	-0.2728471	-	16.25	XChIP
chr12	49092335	49092336	50370	-0.2306651	-	16.28	XChIP
chr6	97068410	97068411	207575	-0.266029	+	16.28	XChIP
chr14	75711311	75711312	67600	-0.1551535	+	16.28	XChIP
chr2	178110028	178110029	137033	-0.2141655	+	16.28	XChIP
chr8	10587489	10587490	230608	0.1345157	+	16.31	XChIP
chr1	6523804	6523805	1636	-0.290499117518367	-	16.31	XChIP
chr21	36662058	36662059	152678	-0.2628526	+	16.31	XChIP
chr5	10358045	10358046	188096	-0.293345	+	16.31	XChIP
chr11	36131922	36131923	37481	-0.2731776	-	16.31	XChIP
chr6	138004630	138004631	209908	-0.2803262	-	16.31	XChIP
chr6	117976231	117976232	208753	-0.1803815	+	16.31	XChIP
chr12	65123652	65123653	52051	-0.2803262	-	16.31	XChIP
chr5	121950013	121950014	194682	-0.2833505	-	16.34	XChIP
chr4	169566501	169566502	185446	-0.3106665	-	16.34	XChIP
chr10	52308364	52308365	26328	-0.2803262	+	16.34	XChIP
chr2	159712376	159712377	135798	-0.2904991	-	16.37	XChIP
chr12	92987477	92987478	53333	-0.2475303	+	16.37	XChIP
chr2	48601560	48601561	127950	-0.3106665	+	16.4	XChIP
chr12	22632055	22632056	48871	-0.3106665	-	16.4	XChIP
chr12	132600609	132600610	57552	-0.3004936	+	16.4	XChIP
chr6	73310433	73310434	206397	-0.3106665	-	16.4	XChIP
chr1	154669860	154669861	14737	-0.3106665	+	16.43	XChIP
chr1	182198170	182198171	17197	-0.2271844	-	16.43	XChIP
chr4	158857057	158857058	184981	-0.3015188	+	16.46	XChIP
chr6	109527194	109527195	208269	-0.2656985	+	16.46	XChIP
chr12	96578723	96578724	53621	-0.293345	+	16.46	XChIP
chr3	126389482	126389483	169843	-0.293345	-	16.46	XChIP
chr1	226637823	226637824	20561	-0.2610055	-	16.46	XChIP
chr8	99391992	99391993	236638	-0.2558561	+	16.46	XChIP
chr2	101419239	101419240	131647	-0.224008	+	16.49	XChIP
chr8	94357271	94357272	236253	-0.2640299	-	16.49	XChIP
chr7	138866082	138866083	226861	-0.3015188	-	16.49	XChIP
chr4	158625090	158625091	184961	-0.2341809	-	16.49	XChIP
chr20	62137009	62137010	149999	-0.2323338	-	16.52	XChIP
chr4	140012808	140012809	183872	-0.2618274	+	16.52	XChIP
chr12	91361963	91361964	53264	-0.2449973	+	16.52	XChIP
chr1	67347873	67347874	9294	-0.2265409	+	16.52	XChIP
chr8	89617224	89617225	235991	-0.2350029	-	16.55	XChIP
chr14	96100731	96100732	69275	-0.2731776	+	16.55	XChIP
chr7	636629	636630	216411	-0.3015188	-	16.55	XChIP
chr8	73504626	73504627	235243	-0.3015188	-	16.58	XChIP
chr21	21003869	21003870	151716	-0.2648518	+	16.58	XChIP
chr1	70034618	70034619	9454	-0.3106665	+	16.58	XChIP
chr2	208034295	208034296	138698	-0.3015188	-	16.58	XChIP
chr11	11789934	11789935	35826	-0.2599803	+	16.58	XChIP
chr11	96426983	96426984	43184	-0.28302	-	16.61	XChIP
chr1	193070195	193070196	17716	-0.2433287	+	16.61	XChIP
chr6	24521143	24521144	202322	-0.2731776	-	16.61	XChIP
chr1	22420628	22420629	4247	-0.3015188	+	16.61	XChIP
chr19	43669349	43669350	119503	-0.2558561	+	16.61	XChIP
chr14	32252273	32252274	64734	-0.1614802	-	16.61	XChIP
chr4	174764308	174764309	185707	-0.2248299	+	16.61	XChIP
chr10	31491315	31491316	24832	-0.2528317	-	16.64	XChIP
chr4	74532064	74532065	180679	-0.2373573	-	16.64	XChIP
chr17	59853392	59853393	98757	-0.2913459	-	16.64	XChIP
chr2	11829410	11829411	124815	-0.2913459	+	16.64	XChIP
chr7	82729605	82729606	223084	-0.2129883	-	16.64	XChIP
chr11	100576607	100576608	43342	-0.2628526	+	16.64	XChIP
chr12	43282326	43282327	49927	-0.3015188	-	16.64	XChIP
chr1	53878692	53878693	8291	-0.2310677	+	16.67	XChIP
chr2	176638273	176638274	136919	-0.3106665	+	16.67	XChIP
chr5	148179426	148179427	196807	-0.2711784	+	16.67	XChIP
chr19	17448725	17448726	115026	-0.07245826	-	16.67	XChIP
chr4	139603759	139603760	183836	-0.243684	+	16.7	XChIP
chr11	46247758	46247759	38171	-0.2628526	+	16.7	XChIP
chr7	26853980	26853981	218791	-0.2861964	+	16.7	XChIP
chr12	57307937	57307938	51585	-0.2599803	+	16.7	XChIP
chr2	64587070	64587071	128786	-0.2314871	+	16.74	XChIP
chr6	13625035	13625036	201585	-0.243684	-	16.74	XChIP
chr7	87887068	87887069	223290	-0.2455311	-	16.74	XChIP
chr1	220124093	220124094	19996	-0.2711784	-	16.74	XChIP
chr5	149551891	149551892	196943	-0.2326643	-	16.77	XChIP
chr5	138133634	138133635	195873	-0.3106665	-	16.77	XChIP
chr8	41542869	41542870	233149	-0.2445059	+	16.77	XChIP
chr12	29317927	29317928	49210	-0.3106665	-	16.77	XChIP
chr11	33742673	33742674	37268	-0.3106665	-	16.77	XChIP
chr6	116511510	116511511	208674	-0.2841973	+	16.8	XChIP
chr6	25279023	25279024	202385	-0.3004936	+	16.8	XChIP
chr3	17431157	17431158	162578	-0.3004936	+	16.8	XChIP
chr1	100455662	100455663	11015	-0.2841973	+	16.8	XChIP
chr2	71224129	71224130	129359	-0.3004936	+	16.8	XChIP
chr1	91511595	91511596	10521	-0.3015188	+	16.8	XChIP
chr5	28766747	28766748	188904	-0.2408381	-	16.83	XChIP
chr21	39175380	39175381	152923	-0.2323338	-	16.83	XChIP
chr20	5126839	5126840	142957	-0.2640299	+	16.83	XChIP
chr10	68897645	68897646	27121	-0.2963694	-	16.83	XChIP
chr1	83931857	83931858	10030	-0.2467083	+	16.83	XChIP
chr12	62192860	62192861	51867	-0.2499858	-	16.86	XChIP
chr17	34998374	34998375	95578	-0.1799789	+	16.86	XChIP
chr13	26947130	26947131	58547	-0.3106665	+	16.86	XChIP
chr12	47021413	47021414	50126	-0.09834389	-	16.86	XChIP
chr7	97145250	97145251	223753	-0.3004936	+	16.86	XChIP
chr6	155174898	155174899	210942	-0.2213141	-	16.86	XChIP
chr20	33933616	33933617	146511	-0.3106665	+	16.86	XChIP
chr2	55168757	55168758	128258	-0.2913459	-	16.89	XChIP
chr7	5856621	5856622	217547	-0.2813514	+	16.89	XChIP
chr17	33949328	33949329	95462	-0.2701532	-	16.89	XChIP
chr1	112614643	112614644	11833	-0.2720004	-	16.89	XChIP
chr19	3986345	3986346	112443	-0.2813514	+	16.89	XChIP
chr1	182081166	182081167	17186	0.01370884	-	16.92	XChIP
chr1	186155813	186155814	17450	-0.2585499	+	16.92	XChIP
chr12	100234898	100234899	53817	-0.2711784	+	16.92	XChIP
chr6	137094541	137094542	209830	-0.2508326	+	16.95	XChIP
chr2	171087003	171087004	136467	-0.2711784	-	16.95	XChIP
chr11	16820463	16820464	36237	-0.2097108	+	16.95	XChIP
chr4	127605497	127605498	183313	-0.2788816	+	16.95	XChIP
chr2	218356717	218356718	139327	-0.2445059	-	16.95	XChIP
chr15	50316247	50316248	75147	-0.1601859	-	16.95	XChIP
chr22	40024964	40024965	158338	-0.2913459	-	16.95	XChIP
chr7	13277196	13277197	217968	-0.3015188	+	16.98	XChIP
chr19	49503250	49503251	120571	-0.2833505	+	16.98	XChIP
chr6	38570965	38570966	204156	-0.2813514	-	16.98	XChIP
chr9	34675286	34675287	243282	-0.2813514	+	16.98	XChIP
chr4	67549320	67549321	180302	-0.3106665	+	17.01	XChIP
chrX	154841083	154841084	261743	-0.2748463	-	17.01	XChIP
chr6	17702022	17702023	201922	-0.2701532	+	17.01	XChIP
chr1	153355662	153355663	14548	-0.1413128	+	17.04	XChIP
chr22	19767244	19767245	155067	-0.2670542	-	17.04	XChIP
chr7	107463315	107463316	224945	-0.2813514	+	17.07	XChIP
chr7	87797998	87797999	223287	-0.3015188	+	17.07	XChIP
chr2	169452269	169452270	136337	-0.2904991	+	17.07	XChIP
chr1	17059837	17059838	3297	-0.1402875	+	17.07	XChIP
chr8	18680449	18680450	231208	-0.2711784	-	17.1	XChIP
chr1	8015179	8015180	1890	-0.240838089950995	+	17.1	XChIP
chr4	158255917	158255918	184940	-0.2331557	-	17.1	XChIP
chr1	95041765	95041766	10799	-0.2913459	-	17.1	XChIP
chr7	7681677	7681678	217714	-0.2050178	+	17.1	XChIP
chr20	23340700	23340701	144329	-0.3004936	-	17.1	XChIP
chr12	31653360	31653361	49405	-0.2943702	+	17.1	XChIP
chr11	117819270	117819271	44601	-0.1992996	+	17.13	XChIP
chr2	70768257	70768258	129285	-0.2833505	-	17.13	XChIP
chr1	151196477	151196478	14292	-0.2720004	+	17.13	XChIP
chr2	24975637	24975638	125801	-0.1728303	+	17.13	XChIP
chr9	131747574	131747575	250347	-0.2508326	-	17.16	XChIP
chr15	75367948	75367949	77622	-0.3015188	+	17.16	XChIP
chr6	114304500	114304501	208572	-0.2742028	-	17.19	XChIP
chr20	30500648	30500649	146091	-0.2833505	+	17.19	XChIP
chr17	67221246	67221247	99506	-0.2223393	+	17.19	XChIP
chr17	59747030	59747031	98749	-0.2913459	+	17.19	XChIP
chr12	70577213	70577214	52406	-0.2055092	-	17.22	XChIP
chr5	20972527	20972528	188693	-0.3106665	+	17.22	XChIP
chr20	25179335	25179336	144588	-0.2133436	-	17.22	XChIP
chr3	47250782	47250783	164745	-0.2803262	+	17.25	XChIP
chr12	93396952	93396953	53352	-0.2803262	-	17.25	XChIP
chr10	3197535	3197536	22812	-0.0209501	+	17.28	XChIP
chr5	123423521	123423522	194766	-0.2803262	-	17.28	XChIP
chr1	193019640	193019641	17713	-0.3015188	-	17.28	XChIP
chr3	33636238	33636239	163433	-0.2361801	+	17.28	XChIP
chr7	98872512	98872513	223917	-0.2711784	-	17.28	XChIP
chr2	25664885	25664886	125893	-0.3004936	-	17.31	XChIP
chr6	125753845	125753846	209138	-0.2841973	-	17.31	XChIP
chr12	55930896	55930897	51332	-0.2568813	+	17.31	XChIP
chr12	25241371	25241372	48983	-0.2803262	+	17.31	XChIP
chr5	149035472	149035473	196871	-0.2599803	-	17.34	XChIP
chr12	68864057	68864058	52274	-0.211558	+	17.34	XChIP
chr3	197257033	197257034	174943	-0.2103193	+	17.37	XChIP
chr19	38544558	38544559	118544	-0.3106665	+	17.37	XChIP
chr17	44672708	44672709	97101	-0.2563475	-	17.37	XChIP
chr17	58277316	58277317	98626	-0.2031707	+	17.37	XChIP
chr2	127453558	127453559	133783	-0.3106665	-	17.37	XChIP
chr6	150865681	150865682	210688	-0.2599803	-	17.37	XChIP
chr11	31397438	31397439	37082	-0.234333	+	17.4	XChIP
chr2	190511310	190511311	137624	-0.3015188	-	17.4	XChIP
chr9	91954929	91954930	246125	-0.2365354	+	17.4	XChIP
chr2	198054490	198054491	138020	-0.3004936	-	17.43	XChIP
chr7	22728634	22728635	218439	-0.2229828	-	17.43	XChIP
chr15	34621877	34621878	73906	-0.3106665	+	17.43	XChIP
chr6	107867160	107867161	208119	-0.1901519	-	17.43	XChIP
chr22	19477765	19477766	154997	-0.2963694	-	17.43	XChIP
chr17	62553292	62553293	98972	-0.2121664	+	17.46	XChIP
chr1	160997503	160997504	15598	-0.2833505	+	17.46	XChIP
chr4	128809651	128809652	183399	-0.2158342	-	17.46	XChIP
chr1	61852315	61852316	8944	-0.2499858	-	17.46	XChIP
chr2	61659073	61659074	128593	-0.3106665	-	17.46	XChIP
chr6	25890647	25890648	202438	-0.2770487	-	17.49	XChIP
chr12	76031609	76031610	52633	-0.2904991	-	17.49	XChIP
chr6	152268446	152268447	210777	-0.2066865	-	17.49	XChIP
chr7	113774381	113774382	225246	-0.1944896	+	17.49	XChIP
chr2	70304075	70304076	129230	-0.1587863	+	17.52	XChIP
chr1	220217585	220217586	20000	-0.3004936	-	17.52	XChIP
chr5	119471036	119471037	194592	-0.2904991	+	17.52	XChIP
chr7	104160600	104160601	224694	-0.3106665	-	17.55	XChIP
chr10	71319696	71319697	27538	-0.2813514	+	17.55	XChIP
chr19	45591116	45591117	119822	-0.2742028	+	17.55	XChIP
chr4	126604467	126604468	183265	-0.2711784	-	17.55	XChIP
chr8	105425086	105425087	237073	-0.3106665	+	17.58	XChIP
chr4	74099069	74099070	180656	-0.2963694	-	17.58	XChIP
chr12	76455938	76455939	52655	-0.3106665	-	17.58	XChIP
chr1	174726710	174726711	16606	-0.2913459	-	17.61	XChIP
chr17	64737098	64737099	99259	-0.2913459	-	17.61	XChIP
chr9	104780973	104780974	247314	-0.3106665	+	17.61	XChIP
chr4	139229646	139229647	183808	-0.1866711	+	17.61	XChIP
chr2	64049887	64049888	128741	-0.2833505	+	17.64	XChIP
chr21	37087320	37087321	152736	-0.2913459	-	17.64	XChIP
chr17	50115073	50115074	97935	-0.1606334	+	17.64	XChIP
chr2	61695079	61695080	128595	-0.2630047	+	17.64	XChIP
chr12	98654097	98654098	53737	-0.3106665	-	17.64	XChIP
chr3	43638733	43638734	164278	-0.2833505	-	17.64	XChIP
chr19	55418350	55418351	121490	-0.2711784	-	17.67	XChIP
chr11	72431164	72431165	41404	0.1190271	-	17.67	XChIP
chr11	33166406	33166407	37221	-0.2731776	+	17.67	XChIP
chr16	46948004	46948005	86046	-0.2813514	+	17.67	XChIP
